"","X","id","Clone.1","Clone.2","Freq.clone.1","Freq.clone.2","Rep","rand","run","day","rt_ml","algae_ml","pred_freq_clone.1","pred_freq_clone.2","treat","fact_freq_def","rt_growth","x_var","evo","eco","eco_evo","evo_eco","ln_cr","ln_rt"
"195",546,46,"CR1","CR6",0.9,0.1,4,355,1,5,4.2,1617013.57466063,0.310924369747899,0.689075630252101,"Treatment","0.9",-0.143100843640673,502768.926575154,0.000139346356039322,-0.000230106228560734,-1.65132576912023,-0.605574029485877,14.2960915334904,1.64865862558738
"196",646,46,"CR1","CR6",0.9,0.1,4,355,1,6,8.4,880723.981900452,0.446054750402576,0.553945249597424,"Treatment","0.9",0.592051063688577,392851.115920169,NA,NA,NA,NA,13.6884995549218,2.24070968927596
"197",746,46,"CR1","CR6",0.9,0.1,4,355,1,7,3.4,872277.526153846,NA,NA,"Treatment","0.9",-0.759105148351743,NA,NA,NA,NA,NA,13.6788629161938,1.48160454092422
"198",846,46,"CR1","CR6",0.9,0.1,4,355,1,8,6.4,1497677.22461538,0.367058823529412,0.632941176470588,"Treatment","0.9",0.519875459285909,549735.640094116,NA,NA,NA,NA,14.2194259489579,2.00148000021012
"199",48,48,"CR1","CR7",0.7,0.3,7,353,1,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"200",148,48,"CR1","CR7",0.7,0.3,7,353,1,1,NA,1206.63650063348,NA,NA,"Treatment","0.7",NA,NA,NA,NA,NA,NA,7.0955920163642,NA
"201",248,48,"CR1","CR7",0.7,0.3,7,353,1,2,4.6,1401387.6320362,0.535123966942149,0.464876033057851,"Treatment","0.7",0.0566643426535016,749916.108878876,0.186610036770148,-0.0360282485973479,-0.193067046236772,-5.17954782803082,14.1529734694452,1.7227665977411
"202",348,48,"CR1","CR7",0.7,0.3,7,353,1,3,7.4,1682533.93683258,0.191850594227504,0.808149405772496,"Treatment","0.7",0.405465108108164,322795.135589272,-0.00134010705647655,0.0370538011347687,-27.6498813700688,-0.0361665204496142,14.3358115107776,2.12823170584927
"203",448,48,"CR1","CR7",0.7,0.3,7,353,1,4,10.2,1138521.87040724,0.194545454545455,0.805454545454545,"Treatment","0.7",0.287682072451781,221494.254788318,-0.010842305080216,-0.0131991701313471,1.21737675094863,0.821438391377822,13.9452413741453,2.41591377830105
"204",548,48,"CR1","CR7",0.7,0.3,7,353,1,5,12.4,1319336.35004525,0.219570405727924,0.780429594272076,"Treatment","0.7",0.179340928655817,289687.217671034,0.0356483516927754,0.0403867956476714,1.13292182470968,0.882673436233131,14.0926394030166,2.59525470695687
"205",648,48,"CR1","CR7",0.7,0.3,7,353,1,6,16.4,636983.408687783,0.116197183098592,0.883802816901408,"Treatment","0.7",0.261215499263618,74015.6777700596,-0.063920232881294,-0.0131164983038926,0.20520104061966,4.87326963342987,13.3644988881991,2.85647020622048
"206",748,48,"CR1","CR7",0.7,0.3,7,353,1,7,21.4,789924.585339366,0.370324189526185,0.629675810473815,"Treatment","0.7",0.252590752640511,292528.181852608,0.0190329162619219,-0.0360526875258128,-1.89422824278071,-0.527919485844012,13.5796927582907,3.10906095886099
"207",848,48,"CR1","CR7",0.7,0.3,7,353,1,8,20.6,1089291.10099547,0.31286795626577,0.68713204373423,"Treatment","0.7",-0.0363676441708747,340804.280546943,NA,NA,NA,NA,13.9010376765664,3.07269331469012
"208",49,49,"CR2","CR7",0.9,0.1,3,352,1,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"209",149,49,"CR2","CR7",0.9,0.1,3,352,1,1,NA,2111.61387638009,NA,NA,"Treatment","0.9",NA,NA,NA,NA,NA,NA,7.6552078044282,NA
"210",249,49,"CR2","CR7",0.9,0.1,3,352,1,2,4.8,419245.852180995,0.571052631578947,0.428947368421053,"Treatment","0.9",0.0742100025591367,239411.447166515,0.0317891872437605,-0.0619795155044995,-1.94970431389889,-0.512898285586836,12.9462127862101,1.75785791755237
"211",349,49,"CR2","CR7",0.9,0.1,3,352,1,3,4.2,515173.45400905,0.513924050632911,0.486075949367089,"Treatment","0.9",-0.109199291964992,264760.028262879,-0.0755749352789753,-0.0359138156515876,0.47520802391714,2.10434157183837,13.1522589268412,1.64865862558738
"212",449,49,"CR2","CR7",0.9,0.1,3,352,1,4,3.8,567843.137375565,0.631105398457584,0.368894601542416,"Treatment","0.9",-0.0800427076735364,358368.869474811,0.126450701000747,-0.0950982651119775,-0.75205803019958,-1.32968462518062,13.24960049297,1.56861591791385
"213",549,49,"CR2","CR7",0.9,0.1,3,352,1,5,5.4,713484.162895928,0.465384615384615,0.534615384615385,"Treatment","0.9",0.287682072451781,332044.552732335,-0.00335961878755309,-0.0679483906510531,20.2250299655402,0.0494436844693837,13.477915519291,1.85629799036563
"214",649,49,"CR2","CR7",0.9,0.1,3,352,1,6,5.4,835595.776832579,0.469026548672566,0.530973451327434,"Treatment","0.9",0,391916.603293156,0.17851936589123,0.129526879799975,0.725562065232152,1.37824184576138,13.6359002545979,1.85629799036563
"215",749,49,"CR2","CR7",0.9,0.1,3,352,1,7,6,533092.006045249,0.25,0.75,"Treatment","0.9",0.089612158689687,133273.001511312,-0.297605833989543,-0.102811631996298,0.345462421277369,2.89467084814156,13.1864493074729,1.94591014905531
"216",849,49,"CR2","CR7",0.9,0.1,3,352,1,8,3.4,725550.527782805,0.647058823529412,0.352941176470588,"Treatment","0.9",-0.464305608131098,469473.870918286,NA,NA,NA,NA,13.4946859943434,1.48160454092422
"217",54,54,"CR2","CR7",0.8,0.2,2,347,1,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,-0.131896929566,0.0650725817209206,-0.493359336984103,-2.02692018785533,12.8609986132699,1.6094379124341
"218",154,54,"CR2","CR7",0.8,0.2,2,347,1,1,3,613514.328868778,0.292993630573248,0.707006369426752,"Treatment","0.8",-0.22314355131421,179755.790623973,0.0656005489692473,0.0103634855782883,0.157978641049888,6.32996962978186,13.3269588987997,1.38629436111989
"219",254,54,"CR2","CR7",0.8,0.2,2,347,1,2,3,664313.725248869,0.49003984063745,0.50996015936255,"Treatment","0.8",0,325540.192054227,NA,NA,NA,NA,13.4065097946605,1.38629436111989
"220",354,54,"CR2","CR7",0.8,0.2,2,347,1,3,5.6,674690.799638009,NA,NA,"Treatment","0.8",0.500775287912489,NA,NA,NA,NA,NA,13.4220097902961,1.88706964903238
"221",454,54,"CR2","CR7",0.8,0.2,2,347,1,4,3.4,955837.103891402,0.508928571428571,0.491071428571429,"Treatment","0.8",-0.405465108108164,486452.811801874,-0.00174239309898683,0.0474801931850453,-27.2499892318526,-0.0366972622077625,13.7703427840959,1.48160454092422
"222",554,54,"CR2","CR7",0.8,0.2,2,347,1,5,5.8,1135444.94714932,0.505730659025788,0.494269340974212,"Treatment","0.8",0.435318071257845,574229.321409327,-0.0554888273344168,-0.111185093930065,2.00373839692054,0.499067144462001,13.9425351559964,1.91692261218206
"223",654,54,"CR2","CR7",0.8,0.2,2,347,1,6,4,657375.565791855,0.386934673366834,0.613065326633166,"Treatment","0.8",-0.307484699747961,254361.399829009,-0.0136284010336025,0.0256511819455318,-1.88218572980687,-0.531297195682495,13.3960107715748,1.6094379124341
"224",754,54,"CR2","CR7",0.8,0.2,2,347,1,7,6.2,790829.562352941,0.35081466395112,0.64918533604888,"Treatment","0.8",0.364643113587909,277434.607159458,0.101057198573423,0.0103335262657735,0.102254232371835,9.77954630145401,13.5808377524238,1.97408102602201
"225",854,54,"CR2","CR7",0.8,0.2,2,347,1,8,5.2,833001.508235294,0.58968347010551,0.41031652989449,"Treatment","0.8",-0.149531733970964,491207.219979312,NA,NA,NA,NA,13.6327907317539,1.82454929205105
"226",55,55,"CR2","CR6",0.8,0.2,5,346,1,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,-0.0445110773616043,0.0113436478168527,-0.254849994411455,-3.92387687631454,12.8609986132699,1.6094379124341
"227",155,55,"CR2","CR6",0.8,0.2,5,346,1,1,3.6,577315.233665158,0.0967741935483871,0.903225806451613,"Treatment","0.8",-0.0833816089390511,55869.2161611443,0.0707707839623993,0.0215495408712394,0.304497698975451,3.28409706662716,13.2661437284805,1.52605630349505
"228",255,55,"CR2","CR6",0.8,0.2,5,346,1,2,2.6,940331.825158371,0.805743243243243,0.194256756756757,"Treatment","0.8",-0.245122458032985,757666.014527944,-0.0672866727917651,-0.0135489140648015,0.201361034847598,4.9662041156913,13.753988097442,1.28093384546206
"229",355,55,"CR2","CR6",0.8,0.2,5,346,1,3,2.2,734479.638190045,0.194931773879142,0.805068226120858,"Treatment","0.8",-0.117783035656383,143173.418750496,0.0608562011089685,0.0193206140811372,0.317479792183247,3.14980677391526,13.5069175522105,1.16315080980568
"230",455,55,"CR2","CR6",0.8,0.2,5,346,1,4,3.4,1058763.19764706,0.710884353741497,0.289115646258503,"Treatment","0.8",0.318453731118535,752658.191524611,-0.0475957764339569,-0.0163440563013953,0.343392996731002,2.91211530089343,13.8726119901808,1.48160454092422
"231",555,55,"CR2","CR6",0.8,0.2,5,346,1,5,4.4,819004.524705882,0.325520833333333,0.674479166666667,"Treatment","0.8",0.204794412646013,266603.035386029,0.0111640659756534,-0.00782233941195999,-0.700671191752088,-1.42720296163371,13.6158448874914,1.68639895357023
"232",655,55,"CR2","CR6",0.8,0.2,5,346,1,6,4.2,663650.075294118,0.44,0.56,"Treatment","0.8",-0.0377403279828472,292006.033129412,0.00545575133607136,0.00340938824765981,0.624916356637853,1.60021415566742,13.4055102945089,1.64865862558738
"233",755,55,"CR2","CR6",0.8,0.2,5,346,1,7,3.2,718793.363619909,0.5,0.5,"Treatment","0.8",-0.213574100298059,359396.681809955,0.0305865141169981,0.0107197424976978,0.350472840961645,2.85328813855062,13.4853292012667,1.43508452528932
"234",855,55,"CR2","CR6",0.8,0.2,5,346,1,8,3.2,844404.223167421,0.797481636935992,0.202518363064008,"Treatment","0.8",0,673396.86212722,NA,NA,NA,NA,13.6463865963263,1.43508452528932
"235",57,57,"CR2","CR6",0.8,0.2,3,344,1,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,-0.254747306076473,0.113676930342201,-0.446234082287317,-2.2409762940432,12.8609986132699,1.6094379124341
"236",157,57,"CR2","CR6",0.8,0.2,3,344,1,1,1.6,748597.285248869,0.130890052356021,0.869109947643979,"Treatment","0.8",-0.653926467406664,97983.9378597996,0.380384670318172,0.0638366175441142,0.167821215010369,5.95872220290036,13.5259564480084,0.955511445027436
"237",257,57,"CR2","CR6",0.8,0.2,3,344,1,2,3.4,953604.826425339,0.796252927400468,0.203747072599532,"Treatment","0.8",0.526093095896779,759310.634624391,-0.324020795443772,-0.0967557577135461,0.29860971602465,3.34885285486642,13.7680046365486,1.48160454092422
"238",357,57,"CR2","CR6",0.8,0.2,3,344,1,3,4.4,664434.389321267,0.2,0.8,"Treatment","0.8",0.204794412646013,132886.877864253,0.31298535610357,0.0995864731565939,0.318182532232082,3.14285008980506,13.4066914153476,1.68639895357023
"239",457,57,"CR2","CR6",0.8,0.2,3,344,1,4,4.8,970075.415022624,0.770142180094787,0.229857819905213,"Treatment","0.8",0.0714589639821448,747095.994981879,-0.213452010661793,-0.0527994869017021,0.24735998849578,4.04269100302396,13.7851290949034,1.75785791755237
"240",557,57,"CR2","CR6",0.8,0.2,3,344,1,5,7,837828.054298642,0.418604651162791,0.581395348837209,"Treatment","0.8",0.321583624127462,350718.720404083,0.0123577617458016,-0.0703929505800621,-5.69625406510019,-0.175553967321577,13.6385681726096,2.07944154167984
"241",657,57,"CR2","CR6",0.8,0.2,3,344,1,6,6,594932.126877828,0.444285714285714,0.555714285714286,"Treatment","0.8",-0.133531392624523,264319.844941435,0.000797925816058129,0.0404846411584602,50.7373496930583,0.0197093463897823,13.2962026055468,1.94591014905531
"242",757,57,"CR2","CR6",0.8,0.2,3,344,1,7,7.2,730316.742081448,0.446078431372549,0.553921568627451,"Treatment","0.8",0.158224005214894,325778.546712803,0.106238903906203,0.0727437327833702,0.684718404545993,1.46045439024391,13.5012336122824,2.10413415427021
"243",857,57,"CR2","CR6",0.8,0.2,3,344,1,8,6.2,930377.073665158,0.636554621848739,0.36344537815126,"Treatment","0.8",-0.130053128248198,592235.826303661,NA,NA,NA,NA,13.7433452385085,1.97408102602201
"244",58,58,"CR1","CR6",0.8,0.2,8,343,1,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,0.17786804077721,-0.241196909765899,-1.35604411400704,-0.737439136139203,12.8609986132699,1.6094379124341
"245",158,58,"CR1","CR6",0.8,0.2,8,343,1,1,2.6,2074751.13122172,0.262,0.738,"Treatment","0.8",-0.328504066972036,543584.796380091,-0.345110209628189,0.0337391833425225,-0.0977635039510193,-10.2287659462473,14.5453517676933,1.28093384546206
"246",258,58,"CR1","CR6",0.8,0.2,8,343,1,2,3.6,1861357.46606335,0.914328358208955,0.0856716417910448,"Treatment","0.8",0.245122458032985,1701891.91598568,0.403965542337099,0.0288379007185152,0.0713870310613047,14.0081466497918,14.4368165999641,1.52605630349505
"247",358,58,"CR1","CR6",0.8,0.2,8,343,1,3,9.6,1640241.32742081,0.056,0.944,"Treatment","0.8",0.834797697622972,91853.5143355654,-0.287209815811764,0.00327066714876886,-0.011387727607863,-87.8138320861769,14.3103539398411,2.36085400111802
"248",458,58,"CR1","CR6",0.8,0.2,8,343,1,4,6.4,1608627.45122172,0.713722397476341,0.286277602523659,"Treatment","0.8",-0.359374000907897,1148113.44113222,0.201819481753598,-0.00786820515192503,-0.0389863509883122,-25.6500024918924,14.2908918585941,2.00148000021012
"249",558,58,"CR1","CR6",0.8,0.2,8,343,1,5,7,1669019.6079638,0.255605381165919,0.744394618834081,"Treatment","0.8",0.0779615414697115,426610.39306698,-0.0210813278815484,0.0524677783679405,-2.48882701615126,-0.401795702758967,14.3277469509056,2.07944154167984
"250",658,58,"CR1","CR6",0.8,0.2,8,343,1,6,8,984555.052669683,0.3147128245476,0.6852871754524,"Treatment","0.8",0.117783035656384,309852.101548287,-0.126894556491916,0.0162064903756017,-0.127716198579678,-7.82986035538895,13.7999450949186,2.19722457733622
"251",758,58,"CR1","CR6",0.8,0.2,8,343,1,7,10.2,878431.372669683,0.821480406386067,0.178519593613933,"Treatment","0.8",0.218689200964829,721614.161002962,0.101280163751462,-0.01730767515494,-0.170889091346777,-5.8517485938921,13.6858930647983,2.41591377830105
"252",858,58,"CR1","CR6",0.8,0.2,8,343,1,8,15.6,982443.438733032,0.416547788873039,0.583452211126961,"Treatment","0.8",0.393488917061449,409234.642097069,NA,NA,NA,NA,13.7977980523489,2.8094026953625
"253",60,60,"CR2","CR6",0.7,0.3,6,341,1,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,0.273582905938841,-0.154436279573046,-0.564495354865374,-1.77149376231535,12.8609986132699,1.6094379124341
"254",160,60,"CR2","CR6",0.7,0.3,6,341,1,1,5.4,870346.908054299,0.130909090909091,0.869090909090909,"Treatment","0.7",0.246860077931526,113936.322508926,-0.458499654677309,-0.0211573845177105,0.0461448210524847,21.6709042790004,13.6766471560431,1.85629799036563
"255",260,60,"CR2","CR6",0.7,0.3,6,341,1,2,2.6,929954.751312217,0.795952782462057,0.204047217537943,"Treatment","0.7",-0.575364144903562,740200.071870769,0.404837457017679,0.0198067621332858,0.0489252211966661,20.4393557257569,13.7428912094428,1.28093384546206
"256",360,60,"CR2","CR6",0.7,0.3,6,341,1,3,5.6,878612.367963801,0.211428571428571,0.788571428571429,"Treatment","0.7",0.606135803570315,185763.75779806,-0.375726190932684,0.00152086811565108,-0.00404780968788935,-247.047187764756,13.6860990873241,1.88706964903238
"257",460,60,"CR2","CR6",0.7,0.3,6,341,1,4,6.2,874570.135927602,0.771058315334773,0.228941684665227,"Treatment","0.7",0.0870113769896299,674344.57565044,0.204713927990848,0.00894615337765517,0.0437007558081495,22.8828994260441,13.6814877713999,1.97408102602201
"258",560,60,"CR2","CR6",0.7,0.3,6,341,1,5,6.4,855625.94280543,0.462093862815884,0.537906137184116,"Treatment","0.7",0.0273989741881147,395379.497036444,-0.0169576879644007,-0.0247781050189778,1.4611723644753,0.684381955416391,13.6595885769152,2.00148000021012
"259",660,60,"CR2","CR6",0.7,0.3,6,341,1,6,6.6,923800.90479638,0.486979166666667,0.513020833333333,"Treatment","0.7",0.0266682470821609,449871.794783654,-0.0188412663311602,0.0194566178565056,-1.03265977533197,-0.968373150468201,13.736251856407,2.02814824729229
"260",760,60,"CR2","CR6",0.7,0.3,6,341,1,7,9.2,873061.840180995,0.514360313315927,0.485639686684073,"Treatment","0.7",0.29423947299794,449068.361659676,-0.154708118557759,-0.123659657861659,0.799309428712958,1.25107994986396,13.6797616687173,2.32238772029023
"261",860,60,"CR2","CR6",0.7,0.3,6,341,1,8,11.6,1135625.94244344,0.715481171548117,0.284518828451883,"Treatment","0.7",0.211309093667207,812518.979739867,NA,NA,NA,NA,13.9426945480219,2.53369681395743
"262",61,61,"CR1","CR6",0.9,0.1,9,340,1,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,0.0849330430341126,-0.0834084544082059,-0.982049523113232,-1.01827858622635,12.8609986132699,1.6094379124341
"263",161,61,"CR1","CR6",0.9,0.1,9,340,1,1,4.2,1816530.919819,0.182948490230906,0.817051509769094,"Treatment","0.9",0.0392207131532814,332331.589238645,-0.136295149523887,0.00692054318428052,-0.0507761516712495,-19.6942849563414,14.412439152144,1.64865862558738
"264",261,61,"CR1","CR6",0.9,0.1,9,340,1,2,4.4,1698159.87909502,0.903710247349823,0.0962897526501767,"Treatment","0.9",0.0377403279828472,1534644.48437651,0.15309199376241,0.00269495155467313,0.0176034780685889,56.8069557676997,14.3450557987207,1.68639895357023
"265",361,61,"CR1","CR6",0.9,0.1,9,340,1,3,4.8,1645791.85520362,0.0527859237536657,0.947214076246334,"Treatment","0.9",0.0714589639821448,86874.6433831823,-0.105066703512374,0.0126975349402224,-0.120852130272908,-8.27457486882361,14.3137321973042,1.75785791755237
"266",461,61,"CR1","CR6",0.9,0.1,9,340,1,4,4.8,1335505.27927602,0.707811568276685,0.292188431723315,"Treatment","0.9",0,945286.086166152,0.0777046869564174,-0.00337267554980713,-0.0434037595659934,-23.0394788377616,14.1048202645577,1.75785791755237
"267",561,61,"CR1","CR6",0.9,0.1,9,340,1,5,7.6,1406033.18226244,0.18100481761872,0.81899518238128,"Treatment","0.9",0.393904285707088,254498.779721281,-0.0166684179415741,0.00369204411288162,-0.221499372395324,-4.51468547827411,14.1562829515454,2.15176220325946
"268",661,61,"CR1","CR6",0.9,0.1,9,340,1,6,7.8,1262503.77067873,0.297101449275362,0.702898550724638,"Treatment","0.9",0.0229895182246991,375091.69998426,-0.0553886801506174,0.00408953041985755,-0.0738333249454033,-13.5440195973764,14.0486074268034,2.17475172148416
"269",761,61,"CR1","CR6",0.9,0.1,9,340,1,7,8.6,1187571.6439819,0.717285945072698,0.282714054927302,"Treatment","0.9",0.0870113769896297,851828.448995095,0.026864901277593,-0.0136111256961143,-0.506650873400634,-1.9737457339963,13.9874211448453,2.26176309847379
"270",861,61,"CR1","CR6",0.9,0.1,9,340,1,8,7.4,1391432.88108597,0.523674242424242,0.476325757575758,"Treatment","0.9",-0.133531392624523,728657.559886876,NA,NA,NA,NA,14.1458446238483,2.12823170584927
"271",63,63,"CR2","CR6",0.6,0.4,8,338,1,0,4,385000,0.6,0.4,"Treatment","0.6",NA,231000,0.0142680725803836,-0.0112297082750807,-0.787051524430835,-1.27056484735629,12.8609986132699,1.6094379124341
"272",163,63,"CR2","CR6",0.6,0.4,8,338,1,1,5.25,1192941.17647059,0.127027027027027,0.872972972972973,"Treatment","0.6",0.22314355131421,151535.771065183,-0.0300322932403482,0.0030047330439177,-0.100050070098572,-9.99499549590297,13.991932392631,1.83258146374831
"273",263,63,"CR2","CR6",0.6,0.4,8,338,1,2,3.6,1029381.59891403,0.833902939166097,0.166097060833903,"Treatment","0.6",-0.306525160253261,858404.340857906,0.0297344532233606,0.000682159996131124,0.0229417366785541,43.588679183769,13.8444687904961,1.52605630349505
"274",363,63,"CR2","CR6",0.6,0.4,8,338,1,3,4.4,989622.926334842,0.0635593220338983,0.936440677966102,"Treatment","0.6",0.16034265007518,62899.762267045,-0.0292451056150706,-0.000944535471360169,0.0322972152603009,30.9624217425699,13.8050792670666,1.68639895357023
"275",463,63,"CR2","CR6",0.6,0.4,8,338,1,4,7,1045852.18696833,0.815094339622642,0.184905660377358,"Treatment","0.6",0.393042588109607,852468.197679847,0.0146397047965639,0.00146983005786119,0.100400252483655,9.96013431502871,13.8603426009717,2.07944154167984
"276",563,63,"CR2","CR6",0.6,0.4,8,338,1,5,7.2,984494.720904977,0.437935843793584,0.562064156206416,"Treatment","0.6",0.0246926125903717,431145.52630985,-0.000423595056225815,0.0012571381895491,-2.96778295939067,-0.336951863961547,13.7998838148377,2.10413415427021
"277",663,63,"CR2","CR6",0.6,0.4,8,338,1,6,9.4,910407.24,0.449628844114528,0.550371155885472,"Treatment","0.6",0.23767165187712,409345.354994698,-0.000745841535141512,0.00220728686582219,-2.95945822513545,-0.337899684309358,13.7216472948709,2.34180580614733
"278",763,63,"CR2","CR6",0.6,0.4,8,338,1,7,9.6,785218.70280543,0.472636815920398,0.527363184079602,"Treatment","0.6",0.0190481949706944,371123.267495104,-0.00771569473197604,-0.00640342756279673,0.829922357640602,1.20493199248531,13.573717560262,2.36085400111802
"279",863,63,"CR2","CR6",0.6,0.4,8,338,1,8,15.2,1073363.49936652,0.689784442361762,0.310215557638238,"Treatment","0.6",0.424157241120317,740389.442862004,NA,NA,NA,NA,13.8863077334574,2.78501124223834
"280",65,65,"CR1","CR7",0.8,0.2,6,336,1,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,0.171830729461088,-0.247251156888929,-1.43892281470481,-0.69496430926015,12.8609986132699,1.6094379124341
"281",165,65,"CR1","CR7",0.8,0.2,6,336,1,1,3.2,2010437.40597285,0.287272727272727,0.712727272727273,"Treatment","0.8",-0.174353387144778,577543.836624927,-0.0964353207347894,0.0327564785327913,-0.339673039745222,-2.94400756901422,14.5138628712724,1.43508452528932
"282",265,65,"CR1","CR7",0.8,0.2,6,336,1,2,3.6,1702443.43873303,0.472922973427514,0.527077026572486,"Treatment","0.8",0.0909717782057264,805124.613137786,0.163543223925421,0.0254558886463019,0.155652359268094,6.42457335502131,14.347575093977,1.52605630349505
"283",365,65,"CR1","CR7",0.8,0.2,6,336,1,3,4,1381417.79782805,0.0938628158844765,0.906137184115523,"Treatment","0.8",0.0833816089390511,129663.764417073,0.00233559546788521,-0.00536306551725819,-2.29623048640107,-0.435496351922111,14.1386209194602,1.6094379124341
"284",465,65,"CR1","CR7",0.8,0.2,6,336,1,4,6.6,1591915.53556561,0.0882481432940149,0.911751856705985,"Treatment","0.8",0.418710334858185,140483.590294562,0.0101323410173892,-0.00885451897072928,-0.87388679038073,-1.14431298310886,14.2804485884297,2.02814824729229
"285",565,65,"CR1","CR7",0.8,0.2,6,336,1,5,3.8,1996802.41303167,0.0680672268907563,0.931932773109244,"Treatment","0.8",-0.45953232937844,135916.802903836,-0.0140820885467702,0.0196867668503303,-1.39800050148425,-0.715307325668558,14.5070576656059,1.56861591791385
"286",665,65,"CR1","CR7",0.8,0.2,6,336,1,6,8.2,1159336.34986425,0.0999592003263974,0.900040799673603,"Treatment","0.8",0.650587566141149,115886.334441755,-0.0488080549697622,-0.000425186773631632,0.00871140580986163,114.792034928273,13.9633582871779,2.21920348405499
"287",765,65,"CR1","CR7",0.8,0.2,6,336,1,7,8.2,1168024.13266968,0.249858035207269,0.750141964792731,"Treatment","0.8",0,291840.214863521,-0.0220729583941952,-0.00808461075509948,0.366267657045264,2.73024380057784,13.9708241036891,2.21920348405499
"288",865,65,"CR1","CR7",0.8,0.2,6,336,1,8,10.4,1270407.24,0.31456043956044,0.68543956043956,"Treatment","0.8",0.214409871345455,399619.859835165,NA,NA,NA,NA,14.0548480684512,2.43361335540045
"289",69,69,"CR1","CR6",0.6,0.4,1,332,1,0,4,385000,0.6,0.4,"Treatment","0.6",NA,231000,0.207546705043001,-0.240441393057399,-1.15849294262505,-0.86319041161708,12.8609986132699,1.6094379124341
"290",169,69,"CR1","CR6",0.6,0.4,1,332,1,1,4.8,1767481.14624434,0.172,0.828,"Treatment","0.6",0.148420005118273,304006.757154026,-0.510851133253556,0.0543839424360705,-0.106457515499095,-9.39341854177034,14.3850660097904,1.75785791755237
"291",269,69,"CR1","CR6",0.6,0.4,1,332,1,2,3.4,1533333.33339367,0.858974358974359,0.141025641025641,"Treatment","0.6",-0.276253376628158,1317094.01714584,NA,NA,NA,NA,14.2429545728306,1.48160454092422
"292",369,69,"CR1","CR6",0.6,0.4,1,332,1,3,NA,2473.60482678733,NA,NA,"Treatment","0.6",NA,NA,NA,NA,NA,NA,7.81343180971208,NA
"293",469,69,"CR1","CR6",0.6,0.4,1,332,1,4,4.2,1823167.42099548,0.618556701030928,0.381443298969072,"Treatment","0.6",0.083527042331583,1127732.42535803,0.284507715869661,0.0463177144449058,0.162799501951381,6.14252493412814,14.4160858876203,1.64865862558738
"294",569,69,"CR1","CR6",0.6,0.4,1,332,1,5,6.6,1585942.68488688,0.248114630467572,0.751885369532428,"Treatment","0.6",0.379489621704904,393495.583203457,NA,NA,NA,NA,14.2766895423694,2.02814824729229
"295",669,69,"CR1","CR6",0.6,0.4,1,332,1,6,NA,2714.93212669683,NA,NA,"Treatment","0.6",NA,NA,NA,NA,NA,NA,7.90652223268053,NA
"296",769,69,"CR1","CR6",0.6,0.4,1,332,1,7,6.6,1202292.60923077,0.823151125401929,0.176848874598071,"Treatment","0.6",0,989668.51435073,0.263389695227063,-0.128250700259849,-0.48692375815723,-2.05370960699169,13.9997407997519,2.02814824729229
"297",869,69,"CR1","CR6",0.6,0.4,1,332,1,8,9,1662081.4479638,0.414985590778098,0.585014409221902,"Treatment","0.6",0.274436845701761,689739.851604574,NA,NA,NA,NA,14.3235812591918,2.30258509299405
"298",70,70,"CR1","CR7",0.9,0.1,5,331,1,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,0.305335060423895,-0.400180728318509,-1.31062815964515,-0.762992914993333,12.8609986132699,1.6094379124341
"299",170,70,"CR1","CR7",0.9,0.1,5,331,1,1,3.8,1738883.86099547,0.311,0.689,"Treatment","0.9",-0.040821994520255,540792.880769591,NA,NA,NA,NA,14.3687540061697,1.56861591791385
"300",270,70,"CR1","CR7",0.9,0.1,5,331,1,2,4.6,1468838.61230769,NA,NA,"Treatment","0.9",0.154150679827258,NA,NA,NA,NA,NA,14.1999825868387,1.7227665977411
"301",370,70,"CR1","CR7",0.9,0.1,5,331,1,3,NA,2171.94570135747,NA,NA,"Treatment","0.9",NA,NA,NA,NA,NA,NA,7.68337868136632,NA
"302",470,70,"CR1","CR7",0.9,0.1,5,331,1,4,9,1009230.76941176,0.192402972749794,0.807597027250206,"Treatment","0.9",0.289909247626471,194179.000225385,0.0457460985156506,-0.0170130070487179,-0.371900721607929,-2.68888964688333,13.824698984198,2.30258509299405
"303",570,70,"CR1","CR7",0.9,0.1,5,331,1,5,9.8,1240422.32253394,0.109090909090909,0.890909090909091,"Treatment","0.9",0.0769610411361281,135318.798821884,-0.00441288962577785,0.0245246105864667,-5.55749467269846,-0.179937194526261,14.0309624622848,2.37954613413017
"304",670,70,"CR1","CR7",0.9,0.1,5,331,1,6,12,797888.385882353,0.117960877296977,0.882039122703023,"Treatment","0.9",0.185403223331363,94119.6139837513,-0.0852814062224685,-0.00181966327959143,0.0213371631659612,46.8665863508641,13.5897239993343,2.56494935746154
