"","X","id","Clone.1","Clone.2","Freq.clone.1","Freq.clone.2","Rep","rand","run","day","rt_ml","algae_ml","pred_freq_clone.1","pred_freq_clone.2","treat","fact_freq_def","rt_growth","x_var","evo","eco","eco_evo","evo_eco","ln_cr","ln_rt"
"506",1049,149,"CR2","CR6",0.8,0.2,6,252,2,1,3.4,591553.544253394,0.642857142857143,0.357142857142857,"Treatment","0.8",-0.127833371509885,380284.421305753,0.139180041123783,0.0250264086208212,0.179813200360843,5.56132696594708,13.2905074811327,1.48160454092422
"507",1149,149,"CR2","CR6",0.8,0.2,6,252,2,2,4,624675.716199095,0.872340425531915,0.127659574468085,"Treatment","0.8",0.127833371509885,544929.880088572,-0.0368933407139151,-0.0263948906188965,0.715437802815756,1.39774554274919,13.3449879399857,1.6094379124341
"508",1249,149,"CR2","CR6",0.8,0.2,6,252,2,3,5.8,593242.835837104,0.811594202898551,0.188405797101449,"Treatment","0.8",0.307484699747961,481472.44647649,0.00347107121383747,0.146228108611393,42.1276601956344,0.0237373733873696,13.2933590980972,1.91692261218206
"509",1349,149,"CR2","CR6",0.8,0.2,6,252,2,4,3.4,773333.33321267,0.816687737041719,0.183312262958281,"Treatment","0.8",-0.435318071257845,631571.849880385,-0.261593681720726,0.190391210276259,-0.727812724771841,-1.37397982470489,13.5584654548184,1.48160454092422
"510",1449,149,"CR2","CR6",0.8,0.2,6,252,2,5,8.6,1056832.57900452,0.530054644808743,0.469945355191257,"Treatment","0.8",0.780158557549575,560179.017286549,0.236384300166493,0.238099363336258,1.00725540219277,0.992796859488687,13.8707868596906,2.26176309847379
"511",1549,149,"CR2","CR6",0.8,0.2,6,252,2,6,18.2,1438793.36361991,0.72,0.28,"Treatment","0.8",0.693147180559945,1035931.22180634,-0.459503303510224,-0.0999036755319052,0.217416664404204,4.59946344379969,14.179315378352,2.95491027903374
"512",1649,149,"CR2","CR6",0.8,0.2,6,252,2,7,16.2,1256349.92470588,0.378102189781022,0.621897810218978,"Treatment","0.8",-0.110000895214329,475028.657662515,NA,NA,NA,NA,14.0437211896807,2.84490938381941
"513",1749,149,"CR2","CR6",0.8,0.2,6,252,2,8,24.6,1849592.76,NA,NA,"Treatment","0.8",0.39768296766611,NA,NA,NA,NA,NA,14.4304760430927,3.24259235148552
"514",951,151,"CR1","CR7",0.7,0.3,8,250,2,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,0.038761225320797,0.0323126666717674,0.833633777166232,1.19956751680492,12.8609986132699,1.6094379124341
"515",1051,151,"CR1","CR7",0.7,0.3,8,250,2,1,3.2,473061.840108597,0.896551724137931,0.103448275862069,"Treatment","0.7",-0.174353387144778,424124.408373225,-0.111817647922671,0.0666582089733642,-0.596133170494363,-1.67747753269746,13.0669813991156,1.43508452528932
"516",1151,151,"CR1","CR7",0.7,0.3,8,250,2,2,3.2,684343.891221719,0.476190476190476,0.523809523809524,"Treatment","0.7",0,325878.043438914,-0.0582431024298208,-0.0349110496845183,0.599402302213965,1.66832859384487,13.4362158352048,1.43508452528932
"517",1251,151,"CR1","CR7",0.7,0.3,8,250,2,3,2,477466.063330317,0.258064516129032,0.741935483870968,"Treatment","0.7",-0.336472236621213,123217.048601372,0.0115410549687807,0.0029194196894098,0.252959516899193,3.95320173068843,13.0762483648177,1.09861228866811
"518",1351,151,"CR1","CR7",0.7,0.3,8,250,2,4,1.8,499849.170461538,0.309446254071661,0.690553745928339,"Treatment","0.7",-0.0689928714869517,154676.45340015,-0.0335189003963377,0.0295488902066373,-0.88155905645001,-1.13435395244755,13.1220616728192,1.02961941718116
"519",1451,151,"CR1","CR7",0.7,0.3,8,250,2,5,4.2,755595.777013574,0.19327731092437,0.80672268907563,"Treatment","0.7",0.619039208406224,146039.519926993,0.0900056379604925,0.0650161201122726,0.722356083302372,1.38435879909578,13.5352618256759,1.64865862558738
"520",1551,151,"CR1","CR7",0.7,0.3,8,250,2,6,3.4,1241085.97303167,0.389413988657845,0.610586011342155,"Treatment","0.7",-0.167054084663166,483296.239025565,0.107904488084848,-0.00260625832555643,-0.0241533820493831,-41.4020694060748,14.0314973390085,1.48160454092422
"521",1651,151,"CR1","CR7",0.7,0.3,8,250,2,7,6.6,1229381.59873303,0.579459798994975,0.420540201005025,"Treatment","0.7",0.54654370636807,712377.214089963,NA,NA,NA,NA,14.0220218356621,2.02814824729229
"522",1751,151,"CR1","CR7",0.7,0.3,8,250,2,8,9,1915173.45393665,NA,NA,"Treatment","0.7",0.274436845701761,NA,NA,NA,NA,NA,14.4653187529633,2.30258509299405
"523",956,156,"CR2","CR7",0.6,0.4,6,245,2,0,4,385000,0.6,0.4,"Treatment","0.6",NA,231000,-0.00487927693990831,0.0729590626443383,-14.9528431246842,-0.0668769137522211,12.8609986132699,1.6094379124341
"524",1056,156,"CR2","CR7",0.6,0.4,6,245,2,1,0.8,423891.402733032,0.596153846153846,0.403846153846154,"Treatment","0.6",-1.02165124753198,252704.490090846,0.398991450604293,0.218985609712199,0.548847874761562,1.82199849172129,12.9572325757787,0.587786664902119
"525",1156,156,"CR2","CR7",0.6,0.4,6,245,2,2,3.2,519396.681773756,0.865853658536585,0.134146341463415,"Treatment","0.6",0.847297860387204,449721.517145569,0.0888028412822812,0.211165945043524,2.37791879172292,0.420535807816822,13.1604231896146,1.43508452528932
"526",1256,156,"CR2","CR7",0.6,0.4,6,245,2,3,3,594932.126877828,0.916666666666667,0.0833333333333333,"Treatment","0.6",-0.0487901641694322,545354.449638009,-0.404006566937155,0.255972235004949,-0.633584342317797,-1.57832183216803,13.2962026055468,1.38629436111989
"527",1356,156,"CR2","CR7",0.6,0.4,6,245,2,4,2.4,694841.629140271,0.716939890710383,0.283060109289618,"Treatment","0.6",-0.162518929497775,498159.68165685,-0.232164330479859,0.161820886011122,-0.697010112090241,-1.43469941490681,13.4514392268396,1.22377543162212
"528",1456,156,"CR2","CR7",0.6,0.4,6,245,2,5,1.4,772247.360361991,0.616037735849057,0.383962264150943,"Treatment","0.6",-0.348306694268216,475733.515392812,-0.1739980860587,1.02822590407362,-5.90940927779367,-0.169221651943755,13.5570601926617,0.8754687373539
"529",1556,156,"CR2","CR7",0.6,0.4,6,245,2,6,6,1328205.1281448,0.563218390804598,0.436781609195402,"Treatment","0.6",1.07044141170141,748069.554932129,-0.465916758123734,-0.728863995087341,1.56436526993042,0.639236896408777,14.0993390610546,1.94591014905531
"530",1656,156,"CR2","CR7",0.6,0.4,6,245,2,7,9.6,859064.856651584,0.427397260273973,0.572602739726027,"Treatment","0.6",0.414943852062708,367161.96613054,NA,NA,NA,NA,13.663599700621,2.36085400111802
"531",1756,156,"CR2","CR7",0.6,0.4,6,245,2,8,6.4,1007420.81429864,NA,NA,"Treatment","0.6",-0.359374000907897,NA,NA,NA,NA,NA,13.8229039734845,2.00148000021012
"532",957,157,"CR1","CR7",0.9,0.1,6,244,2,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,-0.00284394650195084,0.00308637260396387,-1.08524284892375,-0.921452743035084,12.8609986132699,1.6094379124341
"533",1057,157,"CR1","CR7",0.9,0.1,6,244,2,1,1,393363.499221719,0.882352941176471,0.117647058823529,"Treatment","0.9",-0.916290731874155,347085.440489752,-0.0438829286053406,-0.0110730151317104,0.252330814820841,3.96305144383581,12.8824893977696,0.693147180559945
"534",1157,157,"CR1","CR7",0.9,0.1,6,244,2,2,1.4,357285.067873303,0.6,0.4,"Treatment","0.9",0.182321556793955,214371.040723982,-0.013052468458077,-0.00027771703673464,0.0212769743613351,46.9991636506935,12.7862892515717,0.8754687373539
"535",1257,157,"CR1","CR7",0.9,0.1,6,244,2,3,0.8,356078.431384615,0.511627906976744,0.488372093023256,"Treatment","0.9",-0.287682072451781,182179.662568873,-0.0386160064268656,-0.00426761093793976,0.110514041528923,9.04862392294549,12.782906298447,0.587786664902119
"536",1357,157,"CR1","CR7",0.9,0.1,6,244,2,4,2.4,328627.450968326,0.239234449760766,0.760765550239234,"Treatment","0.9",0.635988766719997,78619.0074086906,0.0189345498649739,0.0336543211593577,1.77740275841535,0.562618683506237,12.7026800202572,1.22377543162212
"537",1457,157,"CR1","CR7",0.9,0.1,6,244,2,5,1.6,610920.060271493,0.336569579288026,0.663430420711974,"Treatment","0.9",-0.268263986594679,205617.107664192,0.0397136867520926,0.157973950433075,3.97782133447358,0.251393895279698,13.3227213953413,0.955511445027436
"538",1557,157,"CR1","CR7",0.9,0.1,6,244,2,6,3.8,1615806.93828054,0.422709923664122,0.577290076335878,"Treatment","0.9",0.613104472886409,683017.627536526,NA,NA,NA,NA,14.2953450420404,1.56861591791385
"539",1657,157,"CR1","CR7",0.9,0.1,6,244,2,7,5,1132911.01031674,NA,NA,"Treatment","0.9",0.22314355131421,NA,NA,NA,NA,NA,13.9403009935157,1.79175946922805
"540",1757,157,"CR1","CR7",0.9,0.1,6,244,2,8,7.2,1406998.49158371,NA,NA,"Treatment","0.9",0.312374685042152,NA,NA,NA,NA,NA,14.1569692640161,2.10413415427021
"541",962,162,"CR1","CR7",0.9,0.1,2,239,2,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,0.0095546636321047,-0.00974044578082623,-1.01944413282089,-0.980926730367183,12.8609986132699,1.6094379124341
"542",1062,162,"CR1","CR7",0.9,0.1,2,239,2,1,2.8,543770.738823529,0.641509433962264,0.358490566037736,"Treatment","0.9",-0.27443684570176,348834.058867924,-0.00391368793452897,0.0100301051480113,-2.56282701017614,-0.390194108314502,13.2062830010228,1.33500106673234
"543",1162,162,"CR1","CR7",0.9,0.1,2,239,2,2,2.4,362654.600307692,0.75,0.25,"Treatment","0.9",-0.111225635110224,271990.950230769,0.00736071636734256,-0.00705097561191634,-0.957919754006491,-1.04392877985605,12.801206145966,1.22377543162212
"544",1262,162,"CR1","CR7",0.9,0.1,2,239,2,3,1.6,500452.488705882,0.535714285714286,0.464285714285714,"Treatment","0.9",-0.268263986594679,268099.547521008,0.0137085905598021,0.00291623700721382,0.212730622779349,4.70078067245274,13.1232679455709,0.955511445027436
"545",1362,162,"CR1","CR7",0.9,0.1,2,239,2,4,0.8,393665.158371041,0.150470219435737,0.849529780564263,"Treatment","0.9",-0.367724780125317,59234.8827642947,-0.00590630538813207,0.000134424739175665,-0.0227595307627969,-43.9376369584304,12.8832559751011,0.587786664902119
"546",1462,162,"CR1","CR7",0.9,0.1,2,239,2,5,2.6,386787.330298643,0.340625,0.659375,"Treatment","0.9",0.693147180559945,131749.434382975,0.0128228695235116,-0.0226435228317952,-1.7658701736204,-0.566293046305772,12.8656302868507,1.28093384546206
"547",1562,162,"CR1","CR7",0.9,0.1,2,239,2,6,3.2,1501116.13900452,0.1699604743083,0.8300395256917,"Treatment","0.9",0.154150679827258,255130.410977052,-0.0441234494923747,0.0091665294746861,-0.207747344782512,-4.81353925869372,14.2217194820424,1.43508452528932
"548",1662,162,"CR1","CR7",0.9,0.1,2,239,2,7,3.4,1194509.8039819,0.58125,0.41875,"Treatment","0.9",0.0465200156348928,694308.823564479,NA,NA,NA,NA,13.9932464533174,1.48160454092422
"549",1762,162,"CR1","CR7",0.9,0.1,2,239,2,8,5.2,1500633.48434389,NA,NA,"Treatment","0.9",0.34294475112683,NA,NA,NA,NA,NA,14.2213978998152,1.82454929205105
"550",963,163,"CR2","CR6",0.7,0.3,9,238,2,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,0.0027913275532409,-0.00227564203321702,-0.815254386958226,-1.22661100142138,12.8609986132699,1.6094379124341
"551",1063,163,"CR2","CR6",0.7,0.3,9,238,2,1,3.4,624253.393846154,0.384615384615385,0.615384615384615,"Treatment","0.7",-0.127833371509885,240097.459171598,-0.00558474833042354,0.000646906997126898,-0.115834583557293,-8.63300034661401,13.3443116448051,1.48160454092422
"552",1163,163,"CR2","CR6",0.7,0.3,9,238,2,2,3.4,567662.141538461,0.918918918918919,0.0810810810810811,"Treatment","0.7",0,521635.481413721,0.00203706639262004,-0.00464690926459182,-2.28117712875084,-0.438370167487868,13.2492816994919,1.48160454092422
"553",1263,163,"CR2","CR6",0.7,0.3,9,238,2,3,2.2,883499.245791855,0.758845437616387,0.241154562383613,"Treatment","0.7",-0.318453731118535,670439.371806668,0.00103385970949262,0.00531835039701179,5.1441702855621,0.194394808975639,13.6916457170821,1.16315080980568
"554",1363,163,"CR2","CR6",0.7,0.3,9,238,2,4,2,459366.515837104,0.671052631578947,0.328947368421053,"Treatment","0.7",-0.0645385211375711,308259.109311741,0.00312343404572372,-0.00201035985341476,-0.64363768339118,-1.55366913063764,13.0376036798527,1.09861228866811
"555",1463,163,"CR2","CR6",0.7,0.3,9,238,2,5,1.8,681930.618461538,0.358974358974359,0.641025641025641,"Treatment","0.7",-0.0689928714869517,244795.606627219,-0.00548817581109575,-0.00489764386239197,0.892399228991559,1.12057470189663,13.4326831991894,1.02961941718116
"556",1563,163,"CR2","CR6",0.7,0.3,9,238,2,6,1.8,1214901.96054299,0.68890977443609,0.31109022556391,"Treatment","0.7",0,836957.835599635,0.00200967760395067,0.00436205028174077,2.17052241273215,0.460718578225252,14.01017394059,1.02961941718116
"557",1663,163,"CR2","CR6",0.7,0.3,9,238,2,7,6,821779.788597285,0.576388888888889,0.423611111111111,"Treatment","0.7",0.916290731874155,473664.739260935,NA,NA,NA,NA,13.6192277410639,1.94591014905531
"558",1763,163,"CR2","CR6",0.7,0.3,9,238,2,8,8,779607.843257918,NA,NA,"Treatment","0.7",0.251314428280906,NA,NA,NA,NA,NA,13.5665463071831,2.19722457733622
"559",965,165,"CR2","CR6",0.9,0.1,8,236,2,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,-0.352311933750249,0.263595200707677,-0.748186977096659,-1.33656429557288,12.8609986132699,1.6094379124341
"560",1065,165,"CR2","CR6",0.9,0.1,8,236,2,1,2.6,639215.686153846,0.451612903225806,0.548387096774194,"Treatment","0.9",-0.328504066972036,288678.051811414,0.323879080803828,-0.0896430498917766,-0.27677937602297,-3.61298596148655,13.3679972134238,1.28093384546206
"561",1165,165,"CR2","CR6",0.9,0.1,8,236,2,2,1.4,546425.33918552,0.807692307692308,0.192307692307692,"Treatment","0.9",-0.405465108108164,441343.543188305,0.0252835257814168,-0.171044047694955,-6.76503938468387,-0.147818799438775,13.2111529609539,0.8754687373539
"562",1265,165,"CR2","CR6",0.9,0.1,8,236,2,3,2.4,411282.051257918,0.842105263157895,0.157894736842105,"Treatment","0.9",0.348306694268216,346342.780006668,-0.137696451788598,0.0578331799642361,-0.420004867322405,-2.3809247887415,12.9270345142143,1.22377543162212
"563",1365,165,"CR2","CR6",0.9,0.1,8,236,2,4,1.8,462262.443420814,0.636632200886263,0.363367799113737,"Treatment","0.9",-0.194156014440958,294291.156742054,-0.0363419095809797,0.0807146656384081,-2.22098031085994,-0.450251627675533,13.0438880681317,1.02961941718116
"564",1465,165,"CR2","CR6",0.9,0.1,8,236,2,5,1.4,548054.298461538,0.58974358974359,0.41025641025641,"Treatment","0.9",-0.154150679827258,323211.509349112,0.28223868517405,0.712396440534742,2.52409211761819,0.396182054141363,13.2141296458054,0.8754687373539
"565",1565,165,"CR2","CR6",0.9,0.1,8,236,2,6,4.8,1217134.23855204,0.798165137614679,0.201834862385321,"Treatment","0.9",0.882389180198474,971474.117009426,-0.352344872475688,-0.552077361991328,1.56686645703755,0.63821648329283,14.0120096687233,1.75785791755237
"566",1665,165,"CR2","CR6",0.9,0.1,8,236,2,7,4,686033.182262443,0.556836902800659,0.443163097199341,"Treatment","0.9",-0.148420005118273,382008.592429499,NA,NA,NA,NA,13.4386812761832,1.6094379124341
"567",1765,165,"CR2","CR6",0.9,0.1,8,236,2,8,7,839215.686515837,NA,NA,"Treatment","0.9",0.470003629245735,NA,NA,NA,NA,NA,13.6402230281153,2.07944154167984
"568",966,166,"CR2","CR7",0.8,0.2,9,235,2,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,-0.00938664490834916,0.0587816375555628,-6.26226283507093,-0.159686686160734,12.8609986132699,1.6094379124341
"569",1066,166,"CR2","CR7",0.8,0.2,9,235,2,1,4.2,880180.995475113,0.705882352941177,0.294117647058824,"Treatment","0.8",0.0392207131532814,621304.23210008,0.0335067464476885,-0.0423823833606463,-1.26489103998249,-0.790581930293257,13.6878828419821,1.64865862558738
"570",1166,166,"CR2","CR7",0.8,0.2,9,235,2,2,1.8,565007.541719457,1,0,"Treatment","0.8",-0.619039208406224,565007.541719457,-0.0216845468600666,-0.00409483386123854,0.188836496684162,5.29558648650714,13.2445943582155,1.02961941718116
"571",1266,166,"CR2","CR7",0.8,0.2,9,235,2,3,1.6,535324.283565611,0.75,0.25,"Treatment","0.8",-0.0741079721537218,401493.212674208,-0.0116459393001946,-0.00229479228686217,0.197046560840638,5.07494267209644,13.1906279797568,0.955511445027436
"572",1366,166,"CR2","CR7",0.8,0.2,9,235,2,4,3.8,513906.485647059,0.609195402298851,0.390804597701149,"Treatment","0.8",0.613104472886409,313069.468267749,0.00689904527208513,0.0222460409306168,3.22451006672309,0.310124632675205,13.1497965933464,1.56861591791385
"573",1466,166,"CR2","CR7",0.8,0.2,9,235,2,5,3,732911.010678733,0.679389312977099,0.320610687022901,"Treatment","0.8",-0.182321556793955,497931.908018376,0.016253669661486,0.093948335405484,5.78013072506943,0.173006467771192,13.5047795692405,1.38629436111989
"574",1566,166,"CR2","CR7",0.8,0.2,9,235,2,6,4.6,1555475.11330317,0.769491525423729,0.230508474576271,"Treatment","0.8",0.336472236621213,1196924.9176943,-0.0368564922001007,-0.0592893772246628,1.60865491221383,0.621637364488445,14.2572915960296,1.7227665977411
"575",1666,166,"CR2","CR7",0.8,0.2,9,235,2,7,7,1000844.64542986,0.58659217877095,0.41340782122905,"Treatment","0.8",0.356674943938732,587087.641173941,NA,NA,NA,NA,13.8163548468819,2.07944154167984
"576",1766,166,"CR2","CR7",0.8,0.2,9,235,2,8,10,967843.137013575,NA,NA,"Treatment","0.8",0.318453731118535,NA,NA,NA,NA,NA,13.7828253045877,2.39789527279837
"577",967,167,"CR1","CR7",0.8,0.2,8,234,2,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,0.00131127324202837,-0.00918993657845652,-7.00840700771174,-0.142685777081674,12.8609986132699,1.6094379124341
"578",1067,167,"CR1","CR7",0.8,0.2,8,234,2,1,1.6,576349.924343891,0.755813953488372,0.244186046511628,"Treatment","0.8",-0.653926467406664,435613.31491108,0.00971091580595003,0.00527545321299378,0.543249814786925,1.84077375229704,13.2644702627615,0.955511445027436
"579",1167,167,"CR1","CR7",0.8,0.2,8,234,2,2,0.6,433966.817484163,0.444444444444444,0.555555555555556,"Treatment","0.8",-0.485507815781701,192874.141104072,0.00379060529889551,-0.00123688208322085,-0.326301998148222,-3.06464565241722,12.9807233527498,0.470003629245736
"580",1267,167,"CR1","CR7",0.8,0.2,8,234,2,3,1.4,486998.491710407,0.311111111111111,0.688888888888889,"Treatment","0.8",0.405465108108164,151510.64186546,0.00136111896741108,0.00141586234126512,1.04021938946172,0.961335666428468,13.096016304956,0.8754687373539
"581",1367,167,"CR1","CR7",0.8,0.2,8,234,2,4,1.4,406938.159855204,0.261786600496278,0.738213399503722,"Treatment","0.8",0,106530.957480705,-0.00481388940819894,-0.00868016948689306,1.80315099721841,0.554584725041124,12.9164165114928,0.8754687373539
"582",1467,167,"CR1","CR7",0.8,0.2,8,234,2,5,2,840482.654660633,0.3868,0.6132,"Treatment","0.8",0.22314355131421,325098.690822733,0.00770631216359356,-0.0234380826746677,-3.04141360706809,-0.328794478224222,13.6417315946882,1.09861228866811
"583",1567,167,"CR1","CR7",0.8,0.2,8,234,2,6,2.4,1950286.57628959,0.297346752058554,0.702653247941446,"Treatment","0.8",0.125163142954006,579911.379043107,-0.00476344723382913,0.0104970297265542,-2.20366243421491,-0.453790010880802,14.4834868819418,1.22377543162212
"584",1667,167,"CR1","CR7",0.8,0.2,8,234,2,7,3.2,1419366.5158371,0.343140860610519,0.656859139389481,"Treatment","0.8",0.211309093667207,487042.647766096,NA,NA,NA,NA,14.1657212144306,1.43508452528932
"585",1767,167,"CR1","CR7",0.8,0.2,8,234,2,8,2.4,1874690.79963801,NA,NA,"Treatment","0.8",-0.211309093667207,NA,NA,NA,NA,NA,14.4439542969283,1.22377543162212
"586",969,169,"CR1","CR6",0.9,0.1,1,232,2,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,-0.0713116536639254,0.0322709576652097,-0.452534137229449,-2.20977804265177,12.8609986132699,1.6094379124341
"587",1069,169,"CR1","CR6",0.9,0.1,1,232,2,1,2,521568.627475113,0.45045045045045,0.54954954954955,"Treatment","0.9",-0.51082562376599,234940.823186988,NA,NA,NA,NA,13.1645961410739,1.09861228866811
"588",1169,169,"CR1","CR6",0.9,0.1,1,232,2,2,1.2,469683.257918552,NA,NA,"Treatment","0.9",-0.31015492830384,NA,NA,NA,NA,NA,13.0598138271783,0.78845736036427
"589",1269,169,"CR1","CR6",0.9,0.1,1,232,2,3,0.8,603257.918552036,0.323529411764706,0.676470588235294,"Treatment","0.9",-0.200670695462151,195171.679531541,-0.0189581055021052,-0.00408808626758969,0.21563791103155,4.63740348446285,13.3101001098861,0.587786664902119
"590",1369,169,"CR1","CR6",0.9,0.1,1,232,2,4,0.2,561085.972669683,0.23047619047619,0.769523809523809,"Treatment","0.9",-0.405465108108164,129316.957510536,0.00431669762731322,0.0142454543770095,3.30008159174125,0.303022810860977,13.237629421729,0.182321556793955
"591",1469,169,"CR1","CR6",0.9,0.1,1,232,2,5,0.6,730678.73321267,0.249574105621806,0.750425894378194,"Treatment","0.9",0.287682072451781,182358.491338426,0.0698187506168595,0.101103126266348,1.44807985495423,0.690569650961414,13.501729152679,0.470003629245736
"592",1569,169,"CR1","CR6",0.9,0.1,1,232,2,6,0.6,1591855.2038009,0.421375921375921,0.578624078624079,"Treatment","0.9",0,670769.453198659,-0.0314654631673875,-0.0309637022527458,0.984053598322308,1.01620481008847,14.2804106888637,0.470003629245736
"593",1669,169,"CR1","CR6",0.9,0.1,1,232,2,7,0.4,1365550.5279638,0.360570687418936,0.639429312581064,"Treatment","0.9",-0.133531392624523,492377.492573198,NA,NA,NA,NA,14.1270682224803,0.336472236621213
"594",1769,169,"CR1","CR6",0.9,0.1,1,232,2,8,1,1541357.46624434,NA,NA,"Treatment","0.9",0.356674943938732,NA,NA,NA,NA,NA,14.2481740577091,0.693147180559945
"595",972,172,"CR1","CR6",0.6,0.4,10,229,2,0,4,385000,0.6,0.4,"Treatment","0.6",NA,231000,-0.0753682711834779,0.0551232948318675,-0.731385952819249,-1.36726716741733,12.8609986132699,1.6094379124341
"596",1072,172,"CR1","CR6",0.6,0.4,10,229,2,1,1.4,633242.835475113,0.3,0.7,"Treatment","0.6",-0.7339691750802,189972.850642534,NA,NA,NA,NA,13.3586092539035,0.8754687373539
"597",1172,172,"CR1","CR6",0.6,0.4,10,229,2,2,2,651342.383348416,NA,NA,"Treatment","0.6",0.22314355131421,NA,NA,NA,NA,NA,13.3867907174186,1.09861228866811
"598",1272,172,"CR1","CR6",0.6,0.4,10,229,2,3,1,1021960.78425339,0.0588235294117647,0.941176470588235,"Treatment","0.6",-0.405465108108164,60115.3402501994,0.17227681506601,-0.00323977231917029,-0.0188056200013271,-53.1755932497536,13.8372336774376,0.693147180559945
"599",1372,172,"CR1","CR6",0.6,0.4,10,229,2,4,1.4,993665.158371041,0.405241935483871,0.594758064516129,"Treatment","0.6",0.182321556793955,402674.792001168,-0.163084710121711,0.0383800318859875,-0.235338014565218,-4.24920725981087,13.8091555660819,0.8754687373539
"600",1472,172,"CR1","CR6",0.6,0.4,10,229,2,5,3.2,1292066.36524887,0.116059379217274,0.883940620782726,"Treatment","0.6",0.559615787935423,149956.420258303,0.196840001891601,0.0784774609622768,0.398686548507015,2.50823611617888,14.0717533282972,1.43508452528932
"601",1572,172,"CR1","CR6",0.6,0.4,10,229,2,6,3.2,1958069.38153846,0.361527967257844,0.638472032742155,"Treatment","0.6",0,707896.843257423,-0.0271350909438666,-0.115232628397875,4.24662768355017,0.235480968551498,14.487469536347,1.43508452528932
"602",1672,172,"CR1","CR6",0.6,0.4,10,229,2,7,4,1280301.65918552,0.327566320645905,0.672433679354095,"Treatment","0.6",0.174353387144778,419383.703816248,NA,NA,NA,NA,14.0626062793684,1.6094379124341
"603",1772,172,"CR1","CR6",0.6,0.4,10,229,2,8,7,983831.070950226,NA,NA,"Treatment","0.6",0.470003629245735,NA,NA,NA,NA,NA,13.7992094854328,2.07944154167984
"604",973,173,"CR2","CR7",0.7,0.3,2,228,2,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,-0.146098756755605,0.108312007043978,-0.741361593002214,-1.34886944432933,12.8609986132699,1.6094379124341
"605",1073,173,"CR2","CR7",0.7,0.3,2,228,2,1,1.8,690015.083076923,0.3125,0.6875,"Treatment","0.7",-0.579818495252942,215629.713461538,0.229524303475494,-0.0991433415375933,-0.431951388312039,-2.31507532342414,13.4444687358663,1.02961941718116
"606",1173,173,"CR2","CR7",0.7,0.3,2,228,2,2,1,453876.319764706,0.884615384615385,0.115384615384615,"Treatment","0.7",-0.336472236621213,401505.975176471,-0.00530577841272609,0.0599450806311074,-11.2980746590033,-0.0885106560349299,13.0255800164837,0.693147180559945
"607",1273,173,"CR2","CR7",0.7,0.3,2,228,2,3,1.4,551312.217013575,0.869565217391304,0.130434782608696,"Treatment","0.7",0.182321556793955,479401.927837891,-0.0733058715611258,0.0628812216684644,-0.857792429574091,-1.16578319593764,13.2200565647051,0.8754687373539
"608",1373,173,"CR2","CR7",0.7,0.3,2,228,2,4,1.8,665701.357466063,0.697820620284996,0.302179379715004,"Treatment","0.7",0.154150679827258,464540.134191532,-0.0763634589867564,0.0162487757826608,-0.212782081878701,-4.69964383829115,13.4085964367426,1.02961941718116
"609",1473,173,"CR2","CR7",0.7,0.3,2,228,2,5,0.8,703167.42081448,0.538759689922481,0.461240310077519,"Treatment","0.7",-0.441832752279039,378838.2616016,0.0838895446215729,0.307685712736065,3.66774803849562,0.272646863826056,13.4633502943801,0.587786664902119
"610",1573,173,"CR2","CR7",0.7,0.3,2,228,2,6,1.2,1440965.30932127,0.650316455696203,0.349683544303797,"Treatment","0.7",0.200670695462151,937083.452738991,-0.109427352791073,-0.320933812752737,2.93284818253337,0.340965483980902,14.1808238006608,0.78845736036427
"611",1673,173,"CR2","CR7",0.7,0.3,2,228,2,7,2.8,646033.182624434,0.500815660685155,0.499184339314845,"Treatment","0.7",0.54654370636807,323543.535180589,NA,NA,NA,NA,13.3786061477372,1.33500106673234
"612",1773,173,"CR2","CR7",0.7,0.3,2,228,2,8,1.4,984072.39800905,NA,NA,"Treatment","0.7",-0.45953232937844,NA,NA,NA,NA,NA,13.7994547485403,0.8754687373539
"613",976,176,"CR1","CR7",0.8,0.2,9,225,2,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,0.00875947391417585,-0.024494508223569,-2.7963446736143,-0.357609707213772,12.8609986132699,1.6094379124341
"614",1076,176,"CR1","CR7",0.8,0.2,9,225,2,1,0.2,579668.17520362,0.692307692307692,0.307692307692308,"Treatment","0.8",-1.42711635564015,401308.736679429,0.00787835357321746,0.00681522621912198,0.865057166549418,1.15599296632481,13.2702111070864,0.182321556793955
"615",1176,176,"CR1","CR7",0.8,0.2,9,225,2,2,2.2,517466.063348416,0.607142857142857,0.392857142857143,"Treatment","0.8",0.980829253011726,314175.824175824,NA,NA,NA,NA,13.1566992239006,1.16315080980568
"616",1276,176,"CR1","CR7",0.8,0.2,9,225,2,3,1.2,577616.893031674,NA,NA,"Treatment","0.8",-0.374693449441411,NA,NA,NA,NA,NA,13.2666661130716,0.78845736036427
