"","id","Clone.1","Clone.2","Freq.clone.1","Freq.clone.2","Rep","rand","run","day","rt_ml","algae_ml","pred_freq_clone.1","pred_freq_clone.2","treat"
"2404",204,"CR2","CR7",0.6,0.4,8,197,3,6,18.4,1253574.66081448,0.475504322766571,0.524495677233429,"Treatment"
"2405",205,"CR1","CR6",1,0,9,196,3,6,11,538039.215692308,NA,NA,"Control"
"2408",208,"CR2","CR6",0.9,0.1,10,193,3,6,17.6,1292850.67873303,0.805825242718447,0.194174757281553,"Treatment"
"2410",210,"CR2","CR6",1,0,9,191,3,6,24.2,583951.734298642,NA,NA,"Control"
"2413",213,"CR1","CR7",0.6,0.4,3,188,3,6,19.4,1253393.66497738,0.751269035532995,0.248730964467005,"Treatment"
"2415",215,"CR2","CR6",0.9,0.1,1,186,3,6,13.6,1281689.29085973,0.876190476190476,0.123809523809524,"Treatment"
"2416",216,"CR2","CR7",0.8,0.2,5,185,3,6,7.6,1150407.24,NA,NA,"Treatment"
"2419",219,"CR1","CR6",0.9,0.1,6,182,3,6,11.2,1419064.85647059,0.9182156133829,0.0817843866171004,"Treatment"
"2420",220,"CR2","CR7",0.9,0.1,1,181,3,6,13,1102986.42515837,0.886524822695035,0.113475177304965,"Treatment"
"2422",222,"CR1","CR6",0.7,0.3,9,179,3,6,25.6,1296953.24307692,0.932862190812721,0.0671378091872792,"Treatment"
"2426",226,"CR1","CR6",0.9,0.1,8,175,3,6,16,1109502.26226244,0.95,0.05,"Treatment"
"2431",231,"CR1","CR7",0.7,0.3,4,170,3,6,10.2,1130558.06932127,0.407643312101911,0.592356687898089,"Treatment"
"2432",232,"CR2","CR6",0.8,0.2,10,169,3,6,10.6,968205.128144796,0.771289537712895,0.228710462287105,"Treatment"
"2437",237,"CR1","CR7",0.7,0.3,5,164,3,6,17.2,1012428.3561991,0.69656699889258,0.30343300110742,"Treatment"
"2440",240,"CR2","CR6",0.7,0.3,1,161,3,6,13.4,893212.669683258,NA,NA,"Treatment"
"2441",241,"CR2","CR7",0.7,0.3,5,160,3,6,16.8,1142865.76180995,0.763358778625954,0.236641221374046,"Treatment"
"2446",246,"CR1","CR7",0.6,0.4,5,155,3,6,20.4,1126938.15963801,0.647851727042965,0.352148272957035,"Treatment"
"2450",250,"CR1","CR7",0.8,0.2,1,151,3,6,27.4,1240000.000181,0.350769230769231,0.649230769230769,"Treatment"
"2453",253,"CR1","CR6",0.9,0.1,2,148,3,6,15,1329230.76923077,0.941818181818182,0.0581818181818182,"Treatment"
"2455",255,"CR1","CR7",0.8,0.2,10,146,3,6,25.2,1278069.38171946,0.714111922141119,0.285888077858881,"Treatment"
"2456",256,"CR2","CR6",0.9,0.1,5,145,3,6,24.4,977134.238552036,0.431818181818182,0.568181818181818,"Treatment"
"2457",257,"CR2","CR6",0.9,0.1,2,144,3,6,20,1371161.38751131,0.749226876581389,0.250773123418611,"Treatment"
"2461",261,"CR1","CR7",0.6,0.4,6,140,3,6,11.6,1075113.12217195,0.647904191616766,0.352095808383234,"Treatment"
"2462",262,"CR1","CR6",0.6,0.4,4,139,3,6,8.4,908838.612488688,NA,NA,"Treatment"
"2469",269,"CR1","CR7",0.9,0.1,8,132,3,6,12.6,955535.445067873,NA,NA,"Treatment"
"2471",271,"CR2","CR7",0.9,0.1,10,130,3,6,10.4,773574.660814479,NA,NA,"Treatment"
"2472",272,"CR2","CR6",1,0,10,129,3,6,13.6,1171221.71945701,NA,NA,"Control"
"2473",273,"CR2","CR6",1,0,4,128,3,6,13.8,1001930.61828054,NA,NA,"Control"
"2475",275,"CR1","CR7",0.6,0.4,4,126,3,6,13.2,1013514.32904977,NA,NA,"Treatment"
"2476",276,"CR2","CR7",0.8,0.2,10,125,3,6,11.2,903951.734660633,0.4546,0.5454,"Treatment"
"2479",279,"CR2","CR7",0.9,0.1,4,122,3,6,10.6,1073363.49936652,0.669099756690998,0.330900243309002,"Treatment"
"2480",280,"CR1","CR6",0.9,0.1,7,121,3,6,18.6,1251221.71927602,0.956420233463035,0.043579766536965,"Treatment"
"2482",282,"CR1","CR6",0.8,0.2,1,119,3,6,19.4,1237828.05447964,0.965116279069767,0.0348837209302326,"Treatment"
"2484",284,"CR2","CR7",0.7,0.3,1,117,3,6,19.2,857797.888506787,0.748917748917749,0.251082251082251,"Treatment"
"2488",288,"CR2","CR6",0.7,0.3,5,113,3,6,19.2,1049110.10552036,NA,NA,"Treatment"
"2490",290,"CR1","CR6",0.6,0.4,2,111,3,6,24.2,1008084.46479638,0.941029900332226,0.0589700996677741,"Treatment"
"2491",291,"CR1","CR7",0,1,5,110,3,6,8.8,1664796.3800905,NA,NA,"Control"
"2492",292,"CR2","CR6",0.6,0.4,10,109,3,6,11.4,1218521.87022624,0.876923076923077,0.123076923076923,"Treatment"
"2493",293,"CR2","CR7",0.6,0.4,2,108,3,6,9,910105.580633484,0.823795180722892,0.176204819277108,"Treatment"
"2494",294,"CR1","CR6",1,0,3,107,3,6,5,1044585.21882353,NA,NA,"Control"
"2496",296,"CR1","CR6",0.7,0.3,4,105,3,6,25,1003559.57755656,0.926174496644295,0.0738255033557047,"Treatment"
"2499",299,"CR1","CR7",0.6,0.4,2,102,3,6,14.6,874509.804162896,0.208333333333333,0.791666666666667,"Treatment"
"2500",300,"CR1","CR7",0.8,0.2,4,101,3,6,13.4,934660.633303167,NA,NA,"Treatment"
"2501",201,"CR2","CR7",0.7,0.3,9,200,3,7,14,791131.221719457,0.571428571428571,0.428571428571429,"Treatment"
"2503",203,"CR1","CR7",0.8,0.2,3,198,3,7,29.4,902684.765972851,0.8,0.2,"Treatment"
"2504",204,"CR2","CR7",0.6,0.4,8,197,3,7,31.4,769713.424072398,0.738095238095238,0.261904761904762,"Treatment"
"2505",205,"CR1","CR6",1,0,9,196,3,7,14,550407.24,NA,NA,"Control"
"2508",208,"CR2","CR6",0.9,0.1,10,193,3,7,22.2,1055082.95619909,0.834586466165414,0.165413533834586,"Treatment"
"2510",210,"CR2","CR6",1,0,9,191,3,7,31,554932.126696833,NA,NA,"Control"
"2513",213,"CR1","CR7",0.6,0.4,3,188,3,7,32.4,847360.482895928,0.670168067226891,0.329831932773109,"Treatment"
"2515",215,"CR2","CR6",0.9,0.1,1,186,3,7,12.8,1203137.25502262,0.85,0.15,"Treatment"
"2516",216,"CR2","CR7",0.8,0.2,5,185,3,7,21.2,1135143.28832579,0.740740740740741,0.259259259259259,"Treatment"
"2519",219,"CR1","CR6",0.9,0.1,6,182,3,7,20.4,1291161.38769231,0.680253623188406,0.319746376811594,"Treatment"
"2520",220,"CR2","CR7",0.9,0.1,1,181,3,7,20,1040784.31384615,0.942857142857143,0.0571428571428571,"Treatment"
"2522",222,"CR1","CR6",0.7,0.3,9,179,3,7,34.8,793242.835656109,0.556338028169014,0.443661971830986,"Treatment"
"2526",226,"CR1","CR6",0.9,0.1,8,175,3,7,17.4,953725.489954751,0.741741741741742,0.258258258258258,"Treatment"
"2531",231,"CR1","CR7",0.7,0.3,4,170,3,7,12.4,874630.467692308,NA,NA,"Treatment"
"2532",232,"CR2","CR6",0.8,0.2,10,169,3,7,18.4,2232.27752633484,NA,NA,"Treatment"
"2537",237,"CR1","CR7",0.7,0.3,5,164,3,7,13.8,837948.717828054,0.634807417974322,0.365192582025678,"Treatment"
"2540",240,"CR2","CR6",0.7,0.3,1,161,3,7,16.6,1002533.93647059,0.544303797468354,0.455696202531646,"Treatment"
"2541",241,"CR2","CR7",0.7,0.3,5,160,3,7,24.2,1292609.35167421,0.876923076923077,0.123076923076923,"Treatment"
"2546",246,"CR1","CR7",0.6,0.4,5,155,3,7,24.2,1080000,0.63003663003663,0.36996336996337,"Treatment"
"2550",250,"CR1","CR7",0.8,0.2,1,151,3,7,28.8,1320422.32289593,0.887700534759358,0.112299465240642,"Treatment"
"2553",253,"CR1","CR6",0.9,0.1,2,148,3,7,23.4,1078793.36361991,0.794463087248322,0.205536912751678,"Treatment"
"2555",255,"CR1","CR7",0.8,0.2,10,146,3,7,37.2,1023227.75239819,0.660377358490566,0.339622641509434,"Treatment"
"2556",256,"CR2","CR6",0.9,0.1,5,145,3,7,26,1288989.44199095,0.794871794871795,0.205128205128205,"Treatment"
"2557",257,"CR2","CR6",0.9,0.1,2,144,3,7,25.8,944072.398371041,0.894736842105263,0.105263157894737,"Treatment"
"2561",261,"CR1","CR7",0.6,0.4,6,140,3,7,20,967843.137013575,0.461596385542169,0.538403614457831,"Treatment"
"2562",262,"CR1","CR6",0.6,0.4,4,139,3,7,17.4468085106383,875475.112941176,0.75189725627554,0.24810274372446,"Treatment"
"2569",269,"CR1","CR7",0.9,0.1,8,132,3,7,19,1045429.8640724,0.654571843251089,0.345428156748911,"Treatment"
"2571",271,"CR2","CR7",0.9,0.1,10,130,3,7,10.2173913043478,2533.93665176471,0.189189189189189,0.810810810810811,"Treatment"
"2572",272,"CR2","CR6",1,0,10,129,3,7,16.0869565217391,1351432.88090498,NA,NA,"Control"
"2573",273,"CR2","CR6",1,0,4,128,3,7,10,991131.221538461,NA,NA,"Control"
"2575",275,"CR1","CR7",0.6,0.4,4,126,3,7,17.4,1027269.98497738,0.758620689655172,0.241379310344828,"Treatment"
"2576",276,"CR2","CR7",0.8,0.2,10,125,3,7,17.8,1382564.10244344,0.805555555555556,0.194444444444444,"Treatment"
"2579",279,"CR2","CR7",0.9,0.1,4,122,3,7,15.6,1376892.91113122,0.477072310405644,0.522927689594356,"Treatment"
"2580",280,"CR1","CR6",0.9,0.1,7,121,3,7,23.4,1525490.1958371,0.693462897526502,0.306537102473498,"Treatment"
"2582",282,"CR1","CR6",0.8,0.2,1,119,3,7,21.5217391304348,1446998.49176471,0.776965265082267,0.223034734917733,"Treatment"
"2584",284,"CR2","CR7",0.7,0.3,1,117,3,7,18.7234042553191,1137375.56579186,0.68,0.32,"Treatment"
"2588",288,"CR2","CR6",0.7,0.3,5,113,3,7,18.695652173913,1264494.72108597,0.125423728813559,0.874576271186441,"Treatment"
"2590",290,"CR1","CR6",0.6,0.4,2,111,3,7,27.3913043478261,1151372.54877828,0.874035989717224,0.125964010282776,"Treatment"
"2591",291,"CR1","CR7",0,1,5,110,3,7,13.0434782608696,1191553.54425339,NA,NA,"Control"
"2592",292,"CR2","CR6",0.6,0.4,10,109,3,7,14.8936170212766,1532187.02877828,NA,NA,"Treatment"
"2593",293,"CR2","CR7",0.6,0.4,2,108,3,7,14.2553191489362,1143831.07113122,0.27859778597786,0.72140221402214,"Treatment"
"2594",294,"CR1","CR6",1,0,3,107,3,7,6.38297872340426,1275414.78135747,NA,NA,"Control"
"2596",296,"CR1","CR6",0.7,0.3,4,105,3,7,33.2608695652174,1160542.98624434,0.583333333333333,0.416666666666667,"Treatment"
"2599",299,"CR1","CR7",0.6,0.4,2,102,3,7,24.6808510638298,1196983.40850679,0.617103566824237,0.382896433175763,"Treatment"
"2600",300,"CR1","CR7",0.8,0.2,4,101,3,7,28.2608695652174,1506968.32561086,NA,NA,"Treatment"
"2601",201,"CR2","CR7",0.7,0.3,9,200,3,8,18.4,1328627.45104072,0.122905027932961,0.877094972067039,"Treatment"
"2603",203,"CR1","CR7",0.8,0.2,3,198,3,8,34,1102564.10280543,0.554195804195804,0.445804195804196,"Treatment"
"2604",204,"CR2","CR7",0.6,0.4,8,197,3,8,27.6,1022202.1118552,0.271920088790233,0.728079911209767,"Treatment"
"2605",205,"CR1","CR6",1,0,9,196,3,8,11.8,496410.25639819,NA,NA,"Control"
"2608",208,"CR2","CR6",0.9,0.1,10,193,3,8,30.8,1463891.40271493,0.704545454545455,0.295454545454545,"Treatment"
"2610",210,"CR2","CR6",1,0,9,191,3,8,43.6,643981.900452489,NA,NA,"Control"
"2613",213,"CR1","CR7",0.6,0.4,3,188,3,8,34.2,1360060.3319457,NA,NA,"Treatment"
"2615",215,"CR2","CR6",0.9,0.1,1,186,3,8,17.6,1772368.0240724,0.9,0.1,"Treatment"
"2616",216,"CR2","CR7",0.8,0.2,5,185,3,8,20.4,1746847.66208145,0.761904761904762,0.238095238095238,"Treatment"
"2619",219,"CR1","CR6",0.9,0.1,6,182,3,8,25,1456168.92923077,NA,NA,"Treatment"
"2620",220,"CR2","CR7",0.9,0.1,1,181,3,8,30.8,1262443.43891403,0.816901408450704,0.183098591549296,"Treatment"
"2622",222,"CR1","CR6",0.7,0.3,9,179,3,8,NA,1008989.44180995,0.778761061946903,0.221238938053097,"Treatment"
"2626",226,"CR1","CR6",0.9,0.1,8,175,3,8,30.2,1102141.7799095,0.562235393734124,0.437764606265876,"Treatment"
"2631",231,"CR1","CR7",0.7,0.3,4,170,3,8,17.2,1185580.69357466,0.655172413793103,0.344827586206897,"Treatment"
"2632",232,"CR2","CR6",0.8,0.2,10,169,3,8,24.2,1119638.00904977,NA,NA,"Treatment"
"2637",237,"CR1","CR7",0.7,0.3,5,164,3,8,19.4,1076078.43149321,0.490974729241877,0.509025270758123,"Treatment"
"2640",240,"CR2","CR6",0.7,0.3,1,161,3,8,16.4,1435052.79040724,0.220015576323988,0.779984423676013,"Treatment"
"2641",241,"CR2","CR7",0.7,0.3,5,160,3,8,35.2,1329472.09628959,NA,NA,"Treatment"
"2646",246,"CR1","CR7",0.6,0.4,5,155,3,8,44.4,1239396.68199095,0.410276073619632,0.589723926380368,"Treatment"
"2650",250,"CR1","CR7",0.8,0.2,1,151,3,8,42.2,948838.612126697,0.611111111111111,0.388888888888889,"Treatment"
"2653",253,"CR1","CR6",0.9,0.1,2,148,3,8,24.6,1405550.5281448,NA,NA,"Treatment"
"2655",255,"CR1","CR7",0.8,0.2,10,146,3,8,38.2,1234147.81303167,0.564377682403433,0.435622317596566,"Treatment"
"2656",256,"CR2","CR6",0.9,0.1,5,145,3,8,36.6,777978.8839819,0.0774193548387097,0.92258064516129,"Treatment"
"2657",257,"CR2","CR6",0.9,0.1,2,144,3,8,35.4,1067933.63511312,0.407453416149068,0.592546583850932,"Treatment"
"2661",261,"CR1","CR7",0.6,0.4,6,140,3,8,24.2,1083740.57321267,NA,NA,"Treatment"
"2662",262,"CR1","CR6",0.6,0.4,4,139,3,8,23.6,924947.209411765,0.736842105263158,0.263157894736842,"Treatment"
"2669",269,"CR1","CR7",0.9,0.1,8,132,3,8,27.2,967481.146425339,0.72289156626506,0.27710843373494,"Treatment"
"2671",271,"CR2","CR7",0.9,0.1,10,130,3,8,11.4,1348717.94877828,0.195091514143095,0.804908485856905,"Treatment"
"2672",272,"CR2","CR6",1,0,10,129,3,8,17.2,848567.119276018,NA,NA,"Control"
"2673",273,"CR2","CR6",1,0,4,128,3,8,14.4,1001025.64126697,NA,NA,"Control"
"2675",275,"CR1","CR7",0.6,0.4,4,126,3,8,24.8,785942.684524887,NA,NA,"Treatment"
"2676",276,"CR2","CR7",0.8,0.2,10,125,3,8,17.4,1078250.37719457,0.317365269461078,0.682634730538922,"Treatment"
"2679",279,"CR2","CR7",0.9,0.1,4,122,3,8,19.6,1198250.37719457,NA,NA,"Treatment"
"2680",280,"CR1","CR6",0.9,0.1,7,121,3,8,39.4,1175565.61085973,0.571865443425077,0.428134556574924,"Treatment"
"2682",282,"CR1","CR6",0.8,0.2,1,119,3,8,26,1184374.05719457,0.820158102766798,0.179841897233202,"Treatment"
"2684",284,"CR2","CR7",0.7,0.3,1,117,3,8,27.8,1220392.15710407,0.758928571428571,0.241071428571429,"Treatment"
"2688",288,"CR2","CR6",0.7,0.3,5,113,3,8,31.2,1069441.93085973,0.460694698354662,0.539305301645338,"Treatment"
"2690",290,"CR1","CR6",0.6,0.4,2,111,3,8,32,850196.078552036,NA,NA,"Treatment"
"2691",291,"CR1","CR7",0,1,5,110,3,8,24.8,2032880.84470588,NA,NA,"Control"
"2692",292,"CR2","CR6",0.6,0.4,10,109,3,8,30.4,1265942.68452489,0.848249027237354,0.151750972762646,"Treatment"
"2693",293,"CR2","CR7",0.6,0.4,2,108,3,8,30.6,913484.162714932,0.817518248175182,0.182481751824818,"Treatment"
"2694",294,"CR1","CR6",1,0,3,107,3,8,10,892971.342624434,NA,NA,"Control"
"2696",296,"CR1","CR6",0.7,0.3,4,105,3,8,45,627209.653031674,NA,NA,"Treatment"
"2699",299,"CR1","CR7",0.6,0.4,2,102,3,8,32.6,860633.484162896,0.673913043478261,0.326086956521739,"Treatment"
"2700",300,"CR1","CR7",0.8,0.2,4,101,3,8,38.4,836561.086153846,0.688622754491018,0.311377245508982,"Treatment"
