Kc1,Kc2,P1,P2,dist,run,start_freq,ln_evo_eco,Kc1_ms,Kc2_ms,P1_ms,P2_ms,trait_dist,Kc1_f
1,5.003030303,0.9,0.49969697,44,44,0.8,3.426150978,0,0.571861472,1,0.428138528,4.022995665,1
1,4.933333333,0.9,0.506666667,45,45,0.8,3.416291073,0,0.561904762,1,0.438095238,3.952951078,1
1,4.863636364,0.9,0.513636364,46,46,0.8,3.42195397,0,0.551948052,1,0.448051948,3.88290649,1
1,4.793939394,0.9,0.520606061,47,47,0.8,3.43627468,0,0.541991342,1,0.458008658,3.812861902,1
1,4.724242424,0.9,0.527575758,48,48,0.8,3.479239382,0,0.532034632,1,0.467965368,3.742817315,1
1,4.654545455,0.9,0.534545455,49,49,0.8,3.397822473,0,0.522077922,1,0.477922078,3.672772727,1
1,4.584848485,0.9,0.541515152,50,50,0.8,3.327940955,0,0.512121212,1,0.487878788,3.602728139,1
1,4.515151515,0.9,0.548484848,51,51,0.8,3.287882747,0,0.502164502,1,0.497835498,3.532683552,1
1,4.445454545,0.9,0.555454545,52,52,0.8,3.245323028,0,0.492207792,1,0.507792208,3.462638964,1
1,4.375757576,0.9,0.562424242,53,53,0.8,3.222035692,0,0.482251082,1,0.517748918,3.392594376,1
1,4.306060606,0.9,0.569393939,54,54,0.8,3.238411459,0,0.472294372,1,0.527705628,3.322549789,1
1,4.236363636,0.9,0.576363636,55,55,0.8,3.211206292,0,0.462337662,1,0.537662338,3.252505201,1
1,4.166666667,0.9,0.583333333,56,56,0.8,3.149920296,0,0.452380952,1,0.547619048,3.182460613,1
1,4.096969697,0.9,0.59030303,57,57,0.8,3.12004615,0,0.442424242,1,0.557575758,3.112416026,1
1,4.027272727,0.9,0.597272727,58,58,0.8,3.056322847,0,0.432467532,1,0.567532468,3.042371438,1
1,3.957575758,0.9,0.604242424,59,59,0.8,3.025174118,0,0.422510823,1,0.577489177,2.97232685,1
1,3.887878788,0.9,0.611212121,60,60,0.8,3.059936394,0,0.412554113,1,0.587445887,2.902282263,1
1,3.818181818,0.9,0.618181818,61,61,0.8,3.027782582,0,0.402597403,1,0.597402597,2.832237675,1
1,3.748484848,0.9,0.625151515,62,62,0.8,2.974658969,0,0.392640693,1,0.607359307,2.762193087,1
1,3.678787879,0.9,0.632121212,63,63,0.8,2.911332692,0,0.382683983,1,0.617316017,2.6921485,1
1,3.609090909,0.9,0.639090909,64,64,0.8,2.914937134,0,0.372727273,1,0.627272727,2.622103912,1
1,3.539393939,0.9,0.646060606,65,65,0.8,2.901033352,0,0.362770563,1,0.637229437,2.552059324,1
1,3.46969697,0.9,0.653030303,66,66,0.8,2.826666803,0,0.352813853,1,0.647186147,2.482014737,1
1,3.4,0.9,0.66,67,67,0.8,2.76173261,0,0.342857143,1,0.657142857,2.411970149,1
1,3.33030303,0.9,0.666969697,68,68,0.8,2.721894211,0,0.332900433,1,0.667099567,2.341925561,1
1,3.260606061,0.9,0.673939394,69,69,0.8,2.738291734,0,0.322943723,1,0.677056277,2.271880974,1
1,3.190909091,0.9,0.680909091,70,70,0.8,2.674293464,0,0.312987013,1,0.687012987,2.201836386,1
1,3.121212121,0.9,0.687878788,71,71,0.8,2.601501039,0,0.303030303,1,0.696969697,2.131791798,1
1,3.051515152,0.9,0.694848485,72,72,0.8,2.573034117,0,0.293073593,1,0.706926407,2.061747211,1
1,2.981818182,0.9,0.701818182,73,73,0.8,2.62204693,0,0.283116883,1,0.716883117,1.991702623,1
1,2.912121212,0.9,0.708787879,74,74,0.8,2.512589907,0,0.273160173,1,0.726839827,1.921658035,1
1,2.842424242,0.9,0.715757576,75,75,0.8,2.43290114,0,0.263203463,1,0.736796537,1.851613448,1
1,2.772727273,0.9,0.722727273,76,76,0.8,2.415367597,0,0.253246753,1,0.746753247,1.78156886,1
1,2.703030303,0.9,0.72969697,77,77,0.8,2.424729516,0,0.243290043,1,0.756709957,1.711524272,1
1,2.633333333,0.9,0.736666667,78,78,0.8,2.287456433,0,0.233333333,1,0.766666667,1.641479685,1
1,2.563636364,0.9,0.743636364,79,79,0.8,2.246525225,0,0.223376623,1,0.776623377,1.571435097,1
1,2.493939394,0.9,0.750606061,80,80,0.8,2.247567139,0,0.213419913,1,0.786580087,1.501390509,1
1,2.424242424,0.9,0.757575758,81,81,0.8,2.157983059,0,0.203463203,1,0.796536797,1.431345922,1
1,2.354545455,0.9,0.764545455,82,82,0.8,2.095540421,0,0.193506494,1,0.806493506,1.361301334,1
1,2.284848485,0.9,0.771515152,83,83,0.8,2.077353475,0,0.183549784,1,0.816450216,1.291256746,1
1,2.215151515,0.9,0.778484848,84,84,0.8,1.988217661,0,0.173593074,1,0.826406926,1.221212159,1
1,2.145454545,0.9,0.785454545,85,85,0.8,1.890141714,0,0.163636364,1,0.836363636,1.151167571,1
1,2.075757576,0.9,0.792424242,86,86,0.8,1.816018165,0,0.153679654,1,0.846320346,1.081122983,1
1,2.006060606,0.9,0.799393939,87,87,0.8,1.738116047,0,0.143722944,1,0.856277056,1.011078396,1
1,1.936363636,0.9,0.806363636,88,88,0.8,1.654706385,0,0.133766234,1,0.866233766,0.941033808,1
1,1.866666667,0.9,0.813333333,89,89,0.8,1.516518217,0,0.123809524,1,0.876190476,0.87098922,1
1,1.796969697,0.9,0.82030303,90,90,0.8,1.427098103,0,0.113852814,1,0.886147186,0.800944633,1
1,1.727272727,0.9,0.827272727,91,91,0.8,1.307947174,0,0.103896104,1,0.896103896,0.730900045,1
1,1.657575758,0.9,0.834242424,92,92,0.8,1.159663075,0,0.093939394,1,0.906060606,0.660855458,1
1,1.587878788,0.9,0.841212121,93,93,0.8,1.037634717,0,0.083982684,1,0.916017316,0.59081087,1
1,1.518181818,0.9,0.848181818,94,94,0.8,0.875391778,0,0.074025974,1,0.925974026,0.520766282,1
1,1.448484848,0.9,0.855151515,95,95,0.8,0.659045806,0,0.064069264,1,0.935930736,0.450721695,1
1,1.378787879,0.9,0.862121212,96,96,0.8,0.439525286,0,0.054112554,1,0.945887446,0.380677107,1
1,1.309090909,0.9,0.869090909,97,97,0.8,0.173024812,0,0.044155844,1,0.955844156,0.310632519,1
1,1.239393939,0.9,0.876060606,98,98,0.8,-0.14019565,0,0.034199134,1,0.965800866,0.240587932,1
1,1.16969697,0.9,0.883030303,99,99,0.8,-0.592684616,0,0.024242424,1,0.975757576,0.170543344,1
1,1.1,0.9,0.89,100,100,0.8,-1.2861746,0,0.014285714,1,0.985714286,0.100498756,1
1,8,0.9,0.2,1,1,0.9,4.601680939,0,1,1,0,7.034912935,1
1,7.93030303,0.9,0.206969697,2,2,0.9,4.548646614,0,0.99004329,1,0.00995671,6.964868347,1
1,7.860606061,0.9,0.213939394,3,3,0.9,4.44578172,0,0.98008658,1,0.01991342,6.894823759,1
1,7.790909091,0.9,0.220909091,4,4,0.9,4.417768836,0,0.97012987,1,0.02987013,6.824779172,1
1,7.721212121,0.9,0.227878788,5,5,0.9,4.426774774,0,0.96017316,1,0.03982684,6.754734584,1
1,7.651515152,0.9,0.234848485,6,6,0.9,4.350394534,0,0.95021645,1,0.04978355,6.684689996,1
1,7.581818182,0.9,0.241818182,7,7,0.9,4.257653626,0,0.94025974,1,0.05974026,6.614645409,1
1,7.512121212,0.9,0.248787879,8,8,0.9,4.236908944,0,0.93030303,1,0.06969697,6.544600821,1
1,7.442424242,0.9,0.255757576,9,9,0.9,4.235753362,0,0.92034632,1,0.07965368,6.474556233,1
1,7.372727273,0.9,0.262727273,10,10,0.9,4.170739717,0,0.91038961,1,0.08961039,6.404511646,1
1,7.303030303,0.9,0.26969697,11,11,0.9,4.06287534,0,0.9004329,1,0.0995671,6.334467058,1
1,7.233333333,0.9,0.276666667,12,12,0.9,4.068369289,0,0.89047619,1,0.10952381,6.26442247,1
1,7.163636364,0.9,0.283636364,13,13,0.9,3.988222213,0,0.880519481,1,0.119480519,6.194377883,1
1,7.093939394,0.9,0.290606061,14,14,0.9,3.945355123,0,0.870562771,1,0.129437229,6.124333295,1
1,7.024242424,0.9,0.297575758,15,15,0.9,3.889877163,0,0.860606061,1,0.139393939,6.054288708,1
1,6.954545455,0.9,0.304545455,16,16,0.9,3.909399569,0,0.850649351,1,0.149350649,5.98424412,1
1,6.884848485,0.9,0.311515152,17,17,0.9,3.90547563,0,0.840692641,1,0.159307359,5.914199532,1
1,6.815151515,0.9,0.318484848,18,18,0.9,3.856781109,0,0.830735931,1,0.169264069,5.844154945,1
1,6.745454545,0.9,0.325454545,19,19,0.9,3.832404706,0,0.820779221,1,0.179220779,5.774110357,1
1,6.675757576,0.9,0.332424242,20,20,0.9,3.81233443,0,0.810822511,1,0.189177489,5.704065769,1
1,6.606060606,0.9,0.339393939,21,21,0.9,3.797420391,0,0.800865801,1,0.199134199,5.634021182,1
1,6.536363636,0.9,0.346363636,22,22,0.9,3.754779264,0,0.790909091,1,0.209090909,5.563976594,1
1,6.466666667,0.9,0.353333333,23,23,0.9,3.697495526,0,0.780952381,1,0.219047619,5.493932006,1
1,6.396969697,0.9,0.36030303,24,24,0.9,3.738172395,0,0.770995671,1,0.229004329,5.423887419,1
1,6.327272727,0.9,0.367272727,25,25,0.9,3.680644356,0,0.761038961,1,0.238961039,5.353842831,1
1,6.257575758,0.9,0.374242424,26,26,0.9,3.623827404,0,0.751082251,1,0.248917749,5.283798243,1
1,6.187878788,0.9,0.381212121,27,27,0.9,3.614055992,0,0.741125541,1,0.258874459,5.213753656,1
1,6.118181818,0.9,0.388181818,28,28,0.9,3.548119069,0,0.731168831,1,0.268831169,5.143709068,1
1,6.048484848,0.9,0.395151515,29,29,0.9,3.524685268,0,0.721212121,1,0.278787879,5.07366448,1
1,5.978787879,0.9,0.402121212,30,30,0.9,3.590476908,0,0.711255411,1,0.288744589,5.003619893,1
1,5.909090909,0.9,0.409090909,31,31,0.9,3.592213342,0,0.701298701,1,0.298701299,4.933575305,1
1,5.839393939,0.9,0.416060606,32,32,0.9,3.544547989,0,0.691341991,1,0.308658009,4.863530717,1
1,5.76969697,0.9,0.423030303,33,33,0.9,3.492912203,0,0.681385281,1,0.318614719,4.79348613,1
1,5.7,0.9,0.43,34,34,0.9,3.446132487,0,0.671428571,1,0.328571429,4.723441542,1
1,5.63030303,0.9,0.436969697,35,35,0.9,3.379372547,0,0.661471861,1,0.338528139,4.653396954,1
1,5.560606061,0.9,0.443939394,36,36,0.9,3.41567615,0,0.651515152,1,0.348484848,4.583352367,1
1,5.490909091,0.9,0.450909091,37,37,0.9,3.445035546,0,0.641558442,1,0.358441558,4.513307779,1
1,5.421212121,0.9,0.457878788,38,38,0.9,3.430406049,0,0.631601732,1,0.368398268,4.443263191,1
1,5.351515152,0.9,0.464848485,39,39,0.9,3.43178953,0,0.621645022,1,0.378354978,4.373218604,1
1,5.281818182,0.9,0.471818182,40,40,0.9,3.41254913,0,0.611688312,1,0.388311688,4.303174016,1
1,5.212121212,0.9,0.478787879,41,41,0.9,3.36298218,0,0.601731602,1,0.398268398,4.233129428,1
1,5.142424242,0.9,0.485757576,42,42,0.9,3.344535542,0,0.591774892,1,0.408225108,4.163084841,1
1,5.072727273,0.9,0.492727273,43,43,0.9,3.309651508,0,0.581818182,1,0.418181818,4.093040253,1
1,5.003030303,0.9,0.49969697,44,44,0.9,3.281338402,0,0.571861472,1,0.428138528,4.022995665,1
1,4.933333333,0.9,0.506666667,45,45,0.9,3.266458807,0,0.561904762,1,0.438095238,3.952951078,1
1,4.863636364,0.9,0.513636364,46,46,0.9,3.250070072,0,0.551948052,1,0.448051948,3.88290649,1
1,4.793939394,0.9,0.520606061,47,47,0.9,3.249786836,0,0.541991342,1,0.458008658,3.812861902,1
1,4.724242424,0.9,0.527575758,48,48,0.9,3.26780515,0,0.532034632,1,0.467965368,3.742817315,1
1,4.654545455,0.9,0.534545455,49,49,0.9,3.225730599,0,0.522077922,1,0.477922078,3.672772727,1
1,4.584848485,0.9,0.541515152,50,50,0.9,3.22230096,0,0.512121212,1,0.487878788,3.602728139,1
1,4.515151515,0.9,0.548484848,51,51,0.9,3.181908311,0,0.502164502,1,0.497835498,3.532683552,1
1,4.445454545,0.9,0.555454545,52,52,0.9,3.146920463,0,0.492207792,1,0.507792208,3.462638964,1
1,4.375757576,0.9,0.562424242,53,53,0.9,3.111646224,0,0.482251082,1,0.517748918,3.392594376,1
1,4.306060606,0.9,0.569393939,54,54,0.9,3.086022384,0,0.472294372,1,0.527705628,3.322549789,1
1,4.236363636,0.9,0.576363636,55,55,0.9,3.070934396,0,0.462337662,1,0.537662338,3.252505201,1
1,4.166666667,0.9,0.583333333,56,56,0.9,3.073529898,0,0.452380952,1,0.547619048,3.182460613,1
1,4.096969697,0.9,0.59030303,57,57,0.9,3.067998005,0,0.442424242,1,0.557575758,3.112416026,1
1,4.027272727,0.9,0.597272727,58,58,0.9,3.024888297,0,0.432467532,1,0.567532468,3.042371438,1
1,3.957575758,0.9,0.604242424,59,59,0.9,2.97974563,0,0.422510823,1,0.577489177,2.97232685,1
1,3.887878788,0.9,0.611212121,60,60,0.9,2.923926198,0,0.412554113,1,0.587445887,2.902282263,1
1,3.818181818,0.9,0.618181818,61,61,0.9,2.89085287,0,0.402597403,1,0.597402597,2.832237675,1
1,3.748484848,0.9,0.625151515,62,62,0.9,2.88865001,0,0.392640693,1,0.607359307,2.762193087,1
1,3.678787879,0.9,0.632121212,63,63,0.9,2.89742393,0,0.382683983,1,0.617316017,2.6921485,1
1,3.609090909,0.9,0.639090909,64,64,0.9,2.831984824,0,0.372727273,1,0.627272727,2.622103912,1
1,3.539393939,0.9,0.646060606,65,65,0.9,2.737653773,0,0.362770563,1,0.637229437,2.552059324,1
1,3.46969697,0.9,0.653030303,66,66,0.9,2.697481447,0,0.352813853,1,0.647186147,2.482014737,1
1,3.4,0.9,0.66,67,67,0.9,2.69250993,0,0.342857143,1,0.657142857,2.411970149,1
1,3.33030303,0.9,0.666969697,68,68,0.9,2.707326472,0,0.332900433,1,0.667099567,2.341925561,1
1,3.260606061,0.9,0.673939394,69,69,0.9,2.608471091,0,0.322943723,1,0.677056277,2.271880974,1
1,3.190909091,0.9,0.680909091,70,70,0.9,2.531137601,0,0.312987013,1,0.687012987,2.201836386,1
1,3.121212121,0.9,0.687878788,71,71,0.9,2.502807502,0,0.303030303,1,0.696969697,2.131791798,1
1,3.051515152,0.9,0.694848485,72,72,0.9,2.507749565,0,0.293073593,1,0.706926407,2.061747211,1
1,2.981818182,0.9,0.701818182,73,73,0.9,2.413566799,0,0.283116883,1,0.716883117,1.991702623,1
1,2.912121212,0.9,0.708787879,74,74,0.9,2.343255239,0,0.273160173,1,0.726839827,1.921658035,1
1,2.842424242,0.9,0.715757576,75,75,0.9,2.32216937,0,0.263203463,1,0.736796537,1.851613448,1
1,2.772727273,0.9,0.722727273,76,76,0.9,2.28405428,0,0.253246753,1,0.746753247,1.78156886,1
1,2.703030303,0.9,0.72969697,77,77,0.9,2.231285629,0,0.243290043,1,0.756709957,1.711524272,1
1,2.633333333,0.9,0.736666667,78,78,0.9,2.17885316,0,0.233333333,1,0.766666667,1.641479685,1
1,2.563636364,0.9,0.743636364,79,79,0.9,2.090000083,0,0.223376623,1,0.776623377,1.571435097,1
1,2.493939394,0.9,0.750606061,80,80,0.9,2.053099949,0,0.213419913,1,0.786580087,1.501390509,1
1,2.424242424,0.9,0.757575758,81,81,0.9,1.963603422,0,0.203463203,1,0.796536797,1.431345922,1
1,2.354545455,0.9,0.764545455,82,82,0.9,1.889630836,0,0.193506494,1,0.806493506,1.361301334,1
1,2.284848485,0.9,0.771515152,83,83,0.9,1.836661688,0,0.183549784,1,0.816450216,1.291256746,1
1,2.215151515,0.9,0.778484848,84,84,0.9,1.758645508,0,0.173593074,1,0.826406926,1.221212159,1
1,2.145454545,0.9,0.785454545,85,85,0.9,1.691342331,0,0.163636364,1,0.836363636,1.151167571,1
1,2.075757576,0.9,0.792424242,86,86,0.9,1.582383334,0,0.153679654,1,0.846320346,1.081122983,1
1,2.006060606,0.9,0.799393939,87,87,0.9,1.416303369,0,0.143722944,1,0.856277056,1.011078396,1
1,1.936363636,0.9,0.806363636,88,88,0.9,1.255714275,0,0.133766234,1,0.866233766,0.941033808,1
1,1.866666667,0.9,0.813333333,89,89,0.9,1.203931299,0,0.123809524,1,0.876190476,0.87098922,1
1,1.796969697,0.9,0.82030303,90,90,0.9,1.096385047,0,0.113852814,1,0.886147186,0.800944633,1
1,1.727272727,0.9,0.827272727,91,91,0.9,0.961752661,0,0.103896104,1,0.896103896,0.730900045,1
1,1.657575758,0.9,0.834242424,92,92,0.9,0.885360075,0,0.093939394,1,0.906060606,0.660855458,1
1,1.587878788,0.9,0.841212121,93,93,0.9,0.643920306,0,0.083982684,1,0.916017316,0.59081087,1
1,1.518181818,0.9,0.848181818,94,94,0.9,0.478306197,0,0.074025974,1,0.925974026,0.520766282,1
1,1.448484848,0.9,0.855151515,95,95,0.9,0.248711007,0,0.064069264,1,0.935930736,0.450721695,1
1,1.378787879,0.9,0.862121212,96,96,0.9,-0.032260599,0,0.054112554,1,0.945887446,0.380677107,1
1,1.309090909,0.9,0.869090909,97,97,0.9,-0.345091234,0,0.044155844,1,0.955844156,0.310632519,1
1,1.239393939,0.9,0.876060606,98,98,0.9,-0.703613854,0,0.034199134,1,0.965800866,0.240587932,1
1,1.16969697,0.9,0.883030303,99,99,0.9,-1.164309324,0,0.024242424,1,0.975757576,0.170543344,1
1,1.1,0.9,0.89,100,100,0.9,-1.920593509,0,0.014285714,1,0.985714286,0.100498756,1
